,FundCode,Sim1,name,type,Sim2
6103,7543,YYKTZGDJZDZC,永赢开泰中高等级中短债C,债券型,YONGYINGKAITAIZHONGGAODENGJIZHONGDUANZHAIC
6104,7544,PHZSDQKFFQSZQ,鹏华尊晟定期开放发起式债券,定开债券,PENGHUAZUNSHENGDINGQIKAIFANGFAQISHIZHAIQUAN
6105,7545,TPHASGYDKZ,太平恒安三个月定开债,定开债券,TAIPINGHENGANSANGEYUEDINGKAIZHAI
6106,7548,YFDESGZRTZGP,易方达ESG责任投资股票,股票型,YIFANGDAESGZERENTOUZIGUPIAO
6107,7550,DXWLJZHHC,东兴未来价值混合C,混合型,DONGXINGWEILAIJIAZHIHUNHEC
6109,7552,ZXJTWYDKZC,中信建投稳裕定开债C,定开债券,ZHONGXINJIANTOUWENYUDINGKAIZHAIC
6110,7553,ZXJTYGHHC,中信建投医改混合C,混合型,ZHONGXINJIANTOUYIGAIHUNHEC
6114,7563,XYHYDKZ,兴银汇逸定开债,定开债券,XINGYINHUIYIDINGKAIZHAI
6115,7567,NFHX39GYA,南方恒新39个月A,定开债券,NANFANGHENGXIN39GEYUEA
6116,7568,NFHX39GYC,南方恒新39个月C,定开债券,NANFANGHENGXIN39GEYUEC
6117,7569,NFAFHHC,南方安福混合C,混合型,NANFANGANFUHUNHEC
6118,7570,FZFBHLJXHHC,方正富邦红利精选混合C,混合型,FANGZHENGFUBANGHONGLIJINGXUANHUNHEC
6119,7571,NFSZ380ETFLJC,南方上证380ETF联接C,联接基金,NANFANGSHANGZHENG380ETFLIANJIEC
6120,7572,ZJMFCZ,中加民丰纯债,债券型,ZHONGJIAMINFENGCHUNZHAI
6121,7574,BYXJZHHC,宝盈新价值混合C,混合型,BAOYINGXINJIAZHIHUNHEC
6122,7575,BYXTHHC,宝盈祥泰混合C,混合型,BAOYINGXIANGTAIHUNHEC
6123,7576,HXDQSGYDKZQ,华夏鼎琪三个月定开债券,定开债券,HUAXIADINGQISANGEYUEDINGKAIZHAIQUAN
6124,7577,BYXRHHC,宝盈祥瑞混合C,混合型,BAOYINGXIANGRUIHUNHEC
6126,7579,BYXJZZHHC,宝盈先进制造混合C,混合型,BAOYINGXIANJINZHIZAOHUNHEC
6127,7580,BYZZ100ZSZQC,宝盈中证100指数增强C,股票指数,BAOYINGZHONGZHENG100ZHISHUZENGQIANGC
6128,7581,BYHLSYLHPZHHC,宝盈鸿利收益灵活配置混合C,混合型,BAOYINGHONGLISHOUYILINGHUOPEIZHIHUNHEC
6129,7582,ZTQYZDZA,中泰青月中短债A,债券型,ZHONGTAIQINGYUEZHONGDUANZHAIA
6130,7583,ZTQYZDZC,中泰青月中短债C,债券型,ZHONGTAIQINGYUEZHONGDUANZHAIC
6132,7586,HTBXDCL,华泰保兴多策略,股票型,HUATAIBAOXINGDUOCELUE
6133,7589,JSZY42GYDQZQ,嘉实致元42个月定期债券,定开债券,JIASHIZHIYUAN42GEYUEDINGQIZHAIQUAN
6134,7590,HBLSLXGP,华宝绿色领先股票,股票型,HUABAOLVSELINGXIANGUPIAO
6135,7591,HXHY18GYDKZQ,华夏恒益18个月定开债券,定开债券,HUAXIAHENGYI18GEYUEDINGKAIZHAIQUAN
6136,7593,PYZZ500ZLCZZSA,鹏扬中证500质量成长指数A,股票指数,PENGYANGZHONGZHENG500ZHILIANGCHENGZHANGZHISHUA
6137,7594,PYZZ500ZLCZZSC,鹏扬中证500质量成长指数C,股票指数,PENGYANGZHONGZHENG500ZHILIANGCHENGZHANGZHISHUC
6138,7601,RBLJCZA,人保利璟纯债A,债券型,RENBAOLIJINGCHUNZHAIA
6139,7602,RBLJCZC,人保利璟纯债C,债券型,RENBAOLIJINGCHUNZHAIC
6140,7603,JSCCZDZA,景顺长城中短债A,债券型,JINGSHUNCHANGCHENGZHONGDUANZHAIA
6141,7604,JSCCZDZC,景顺长城中短债C,债券型,JINGSHUNCHANGCHENGZHONGDUANZHAIC
6142,7609,HAJCYNFBZQA,汇安嘉诚一年封闭债券A,债券型,HUIANJIACHENGYINIANFENGBIZHAIQUANA
6143,7610,HAJCYNFBZQC,汇安嘉诚一年封闭债券C,债券型,HUIANJIACHENGYINIANFENGBIZHAIQUANC
6144,7613,JHYLJKHH,嘉合医疗健康混合,混合型,JIAHEYILIAOJIANKANGHUNHE
6145,7614,DBMYJQLHJRGPA,德邦民裕进取量化精锐股票A,股票型,DEBANGMINYUJINQULIANGHUAJINGRUIGUPIAOA
6146,7615,DBMYJQLHJRGPC,德邦民裕进取量化精锐股票C,股票型,DEBANGMINYUJINQULIANGHUAJINGRUIGUPIAOC
6147,7616,FGTZJXYZZQXA,富国投资级信用债债券型A,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGA
6148,7617,FGTZJXYZZQXC,富国投资级信用债债券型C,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGC
6149,7618,FGTZJXYZZQXD,富国投资级信用债债券型D,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGD
6150,7624,HANNFDKZA,华安年年丰定开债A,定开债券,HUAANNIANNIANFENGDINGKAIZHAIA
6151,7625,HANNFDKZC,华安年年丰定开债C,定开债券,HUAANNIANNIANFENGDINGKAIZHAIC
6152,7626,YHWYLGYDQKFZQA,银华稳裕六个月定期开放债券A,定开债券,YINHUAWENYULIUGEYUEDINGQIKAIFANGZHAIQUANA
6153,7627,YHWYLGYDQKFZQC,银华稳裕六个月定期开放债券C,定开债券,YINHUAWENYULIUGEYUEDINGQIKAIFANGZHAIQUANC
6154,7628,NFQQZQQDIIRMBA,南方全球债券(QDII)人民币A,QDII,NANFANGQUANQIUZHAIQUANQDIIRENMINBIA
6155,7629,NFQQZQQDIIRMBC,南方全球债券(QDII)人民币C,QDII,NANFANGQUANQIUZHAIQUANQDIIRENMINBIC
6156,7630,NFQQZQQDIIMYXHA,南方全球债券(QDII)美元现汇A,QDII,NANFANGQUANQIUZHAIQUANQDIIMEIYUANXIANHUIA
6157,7631,NFQQZQQDIIMYXHC,南方全球债券(QDII)美元现汇C,QDII,NANFANGQUANQIUZHAIQUANQDIIMEIYUANXIANHUIC
6158,7632,HRYDAXLHPZHHC,华润元大安鑫灵活配置混合C,混合型,HUARUNYUANDAANXINLINGHUOPEIZHIHUNHEC
6159,7633,RBXXDZA,人保鑫享短债A,债券型,RENBAOXINXIANGDUANZHAIA
6160,7634,RBXXDZC,人保鑫享短债C,债券型,RENBAOXINXIANGDUANZHAIC
6161,7637,XYXRXDZC,兴银鑫日享短债C,债券型,XINGYINXINRIXIANGDUANZHAIC
6162,7639,HTF3NFBJZYSHH,汇添富3年封闭竞争优势混合,混合型,HUITIANFU3NIANFENGBIJINGZHENGYOUSHIHUNHE
6163,7640,TDHLYLZQ,泰达宏利永利债券,债券型,TAIDAHONGLIYONGLIZHAIQUAN
6164,7641,TDHLXLZQA,泰达宏利鑫利债券A,定开债券,TAIDAHONGLIXINLIZHAIQUANA
6165,7642,TDHLXLZQC,泰达宏利鑫利债券C,定开债券,TAIDAHONGLIXINLIZHAIQUANC
6166,7644,HBBRZQ,华宝宝润债券,债券型,HUABAOBAORUNZHAIQUAN
6167,7645,PAJXYDKZA,平安季享裕定开债A,定开债券,PINGANJIXIANGYUDINGKAIZHAIA
6168,7646,PAJXYDKZC,平安季享裕定开债C,定开债券,PINGANJIXIANGYUDINGKAIZHAIC
6169,7647,PAJXYDKZE,平安季享裕定开债E,定开债券,PINGANJIXIANGYUDINGKAIZHAIE
6170,7649,BSYZPHYLFOF,博时颐泽平衡养老(FOF),混合-FOF,BOSHIYIZEPINGHENGYANGLAOFOF
6171,7653,CSWY6GYA,长盛稳益6个月A,定开债券,CHANGSHENGWENYI6GEYUEA
6172,7654,CSWY6GYC,长盛稳益6个月C,定开债券,CHANGSHENGWENYI6GEYUEC
6173,7657,DFHZZJZLZSA,东方红中证竞争力指数A,股票指数,DONGFANGHONGZHONGZHENGJINGZHENGLIZHISHUA
6174,7658,DFHZZJZLZSC,东方红中证竞争力指数C,股票指数,DONGFANGHONGZHONGZHENGJINGZHENGLIZHISHUC
6175,7659,BSFH3GYDKZFQS,博时富汇3个月定开债发起式,定开债券,BOSHIFUHUI3GEYUEDINGKAIZHAIFAQISHI
6177,7669,TPRYHHC,太平睿盈混合C,混合型,TAIPINGRUIYINGHUNHEC
6178,7670,JSSYYHJXZQ,嘉实商业银行精选债券,债券型,JIASHISHANGYEYINHANGJINGXUANZHAIQUAN
6179,7671,JXZZHLQLZSA,建信中证红利潜力指数A,股票指数,JIANXINZHONGZHENGHONGLIQIANLIZHISHUA
6180,7672,JXZZHLQLZSC,建信中证红利潜力指数C,股票指数,JIANXINZHONGZHENGHONGLIQIANLIZHISHUC
6181,7676,FCTHCZA,蜂巢添汇纯债A,债券型,FENGCHAOTIANHUICHUNZHAIA
6182,7677,FCTHCZC,蜂巢添汇纯债C,债券型,FENGCHAOTIANHUICHUNZHAIC
6183,7678,TDHLPPHHA,泰达宏利品牌混合A,混合型,TAIDAHONGLIPINPAIHUNHEA
6184,7679,TDHLPPHHC,泰达宏利品牌混合C,混合型,TAIDAHONGLIPINPAIHUNHEC
6185,7680,ZJXLSNZQ,中加享利三年债券,定开债券,ZHONGJIAXIANGLISANNIANZHAIQUAN
6187,7682,PHJLLNDKZ,鹏华锦利两年定开债,定开债券,PENGHUAJINLILIANGNIANDINGKAIZHAI
6188,7686,DFJZWJLHPZHHC,东方价值挖掘灵活配置混合C,混合型,DONGFANGJIAZHIWAJUELINGHUOPEIZHIHUNHEC
6189,7687,DFCZSYLHPZHHC,东方成长收益灵活配置混合C,混合型,DONGFANGCHENGZHANGSHOUYILINGHUOPEIZHIHUNHEC
6190,7696,JSRXHB,嘉实融享货币,货币型,JIASHIRONGXIANGHUOBI
6191,7697,ZJHYZQZQA,中金衡益增强债券A,债券型,ZHONGJINHENGYIZENGQIANGZHAIQUANA
6192,7698,ZJHYZQZQC,中金衡益增强债券C,债券型,ZHONGJINHENGYIZENGQIANGZHAIQUANC
6193,7701,GLA6GYDKZA,国联安6个月定开债A,定开债券,GUOLIANAN6GEYUEDINGKAIZHAIA
6194,7702,GLA6GYDKZC,国联安6个月定开债C,定开债券,GUOLIANAN6GEYUEDINGKAIZHAIC
6195,7703,WJXSCZA,万家鑫盛纯债A,债券型,WANJIAXINSHENGCHUNZHAIA
6196,7704,WJXSCZC,万家鑫盛纯债C,债券型,WANJIAXINSHENGCHUNZHAIC
6197,7708,ZYRFFDJZXHBA,中银瑞福浮动净值型货币A,货币型,ZHONGYINRUIFUFUDONGJINGZHIXINGHUOBIA
6198,7709,ZYRFFDJZXHBC,中银瑞福浮动净值型货币C,货币型,ZHONGYINRUIFUFUDONGJINGZHIXINGHUOBIC
6199,7712,ZYKX3GYDQKFZQ,中银康享3个月定期开放债券,定开债券,ZHONGYINKANGXIANG3GEYUEDINGQIKAIFANGZHAIQUAN
6200,7714,NFHYLLZZQA,南方贺元利率债债券A,债券型,NANFANGHEYUANLILVZHAIZHAIQUANA
6201,7715,NFHYLLZZQC,南方贺元利率债债券C,债券型,NANFANGHEYUANLILVZHAIZHAIQUANC
6202,7717,GYZXDZZQF,工银尊享短债债券F,债券型,GONGYINZUNXIANGDUANZHAIZHAIQUANF
6203,7725,ZSRWHHA,招商瑞文混合A,混合型,ZHAOSHANGRUIWENHUNHEA
6204,7726,ZSRWHHC,招商瑞文混合C,混合型,ZHAOSHANGRUIWENHUNHEC
6205,7727,RBTY6GYDKA,人保添益6个月定开A,定开债券,RENBAOTIANYI6GEYUEDINGKAIA
6206,7728,RBTY6GYDKC,人保添益6个月定开C,定开债券,RENBAOTIANYI6GEYUEDINGKAIC
6207,7730,PAJGJHBC,平安金管家货币C,货币型,PINGANJINGUANJIAHUOBIC
6208,7731,MSJYCXCZHHA,民生加银持续成长混合A,混合型,MINSHENGJIAYINCHIXUCHENGZHANGHUNHEA
6209,7732,MSJYCXCZHHC,民生加银持续成长混合C,混合型,MINSHENGJIAYINCHIXUCHENGZHANGHUNHEC
6210,7733,NFZRHHA,南方智锐混合A,混合型,NANFANGZHIRUIHUNHEA
6211,7734,NFZRHHC,南方智锐混合C,混合型,NANFANGZHIRUIHUNHEC
6212,7735,JYMAHBDKC,金鹰民安回报定开C,混合型,JINYINGMINANHUIBAODINGKAIC
6213,7736,MSJYJXSNDKZ,民生加银聚鑫三年定开债,定开债券,MINSHENGJIAYINJUXINSANNIANDINGKAIZHAI
6214,7737,NDYFCX100,诺德研发创新100,股票指数,NUODEYANFACHUANGXIN100
6215,7740,THXYZQA,天弘信益债券A,债券型,TIANHONGXINYIZHAIQUANA
6216,7741,THXYZQC,天弘信益债券C,债券型,TIANHONGXINYIZHAIQUANC
6217,7746,HAXJRL,华安现金润利,货币型,HUAANXIANJINRUNLI
6218,7748,THYL2035SNFOF,天弘养老2035三年(FOF),混合-FOF,TIANHONGYANGLAO2035SANNIANFOF
6219,7749,MSJYPCHHC,民生加银鹏程混合C,混合型,MINSHENGJIAYINPENGCHENGHUNHEC
6220,7751,JSZZHLCZDBDA,景顺中证红利成长低波动A,股票指数,JINGSHUNZHONGZHENGHONGLICHENGZHANGDIBODONGA
6221,7752,ZYZLZQA,中银招利债券A,债券型,ZHONGYINZHAOLIZHAIQUANA
6222,7753,ZYZLZQC,中银招利债券C,债券型,ZHONGYINZHAOLIZHAIQUANC
6223,7756,CTJLSGYDKZFQS,财通久利三个月定开债发起式,定开债券,CAITONGJIULISANGEYUEDINGKAIZHAIFAQISHI
6224,7758,PALXYNDKZA,平安乐享一年定开债A,定开债券,PINGANLEXIANGYINIANDINGKAIZHAIA
6225,7759,PALXYNDKZC,平安乐享一年定开债C,定开债券,PINGANLEXIANGYINIANDINGKAIZHAIC
6226,7760,JSZZHLCZDBDC,景顺中证红利成长低波动C,股票指数,JINGSHUNZHONGZHENGHONGLICHENGZHANGDIBODONGC
6227,7761,XYARSNDKZ,鑫元安睿三年定开债,定开债券,XINYUANANRUISANNIANDINGKAIZHAI
6228,7763,QHKY35NGKZA,前海开源3-5年国开债A,债券指数,QIANHAIKAIYUAN35NIANGUOKAIZHAIA
6229,7764,QHKY35NGKZC,前海开源3-5年国开债C,债券指数,QIANHAIKAIYUAN35NIANGUOKAIZHAIC
6230,7765,QHKY13NGKZA,前海开源1-3年国开债A,债券指数,QIANHAIKAIYUAN13NIANGUOKAIZHAIA
6231,7766,QHKY13NGKZC,前海开源1-3年国开债C,债券指数,QIANHAIKAIYUAN13NIANGUOKAIZHAIC
6232,7767,HTBXZXDK,华泰保兴尊享定开,定开债券,HUATAIBAOXINGZUNXIANGDINGKAI
6233,7769,DXXRYNDK,东兴兴瑞一年定开,定开债券,DONGXINGXINGRUIYINIANDINGKAI
6234,7770,TTKTHHA,同泰开泰混合A,混合型,TONGTAIKAITAIHUNHEA
6235,7771,TTKTHHC,同泰开泰混合C,混合型,TONGTAIKAITAIHUNHEC
6236,7772,PYASSXDKZQ,浦银安盛盛煊定开债券,定开债券,PUYINANSHENGSHENGXUANDINGKAIZHAIQUAN
6237,7777,ZYYJJXHH,中邮研究精选混合,混合型,ZHONGYOUYANJIUJINGXUANHUNHE
6238,7779,YHZHYL2030HHFOF,银华尊和养老2030混合(FOF),混合-FOF,YINHUAZUNHEYANGLAO2030HUNHEFOF
6239,7780,YHZHYL2040HHFOF,银华尊和养老2040混合(FOF),混合-FOF,YINHUAZUNHEYANGLAO2040HUNHEFOF
6240,7781,THHXHHFQS,天弘弘新混合发起式,混合型,TIANHONGHONGXINHUNHEFAQISHI
6241,7794,SWLXZZ500ZSYXZQC,申万菱信中证500指数优选增强C,股票指数,SHENWANLINGXINZHONGZHENG500ZHISHUYOUXUANZENGQIANGC
6242,7795,SWLXZZ500ZSZQC,申万菱信中证500指数增强C,股票指数,SHENWANLINGXINZHONGZHENG500ZHISHUZENGQIANGC
6243,7798,SWZZSWXXJKCYZSC,申万中证申万新兴健康产业指数C,股票指数,SHENWANZHONGZHENGSHENWANXINXINGJIANKANGCHANYEZHISHUC
6244,7799,SWLXZXBZSC,申万菱信中小板指数C,股票指数,SHENWANLINGXINZHONGXIAOBANZHISHUC
6245,7800,SWLXHS300JZZSC,申万菱信沪深300价值指数C,股票指数,SHENWANLINGXINHUSHEN300JIAZHIZHISHUC
6246,7801,DCZZHLZSC,大成中证红利指数C,股票指数,DACHENGZHONGZHENGHONGLIZHISHUC
6247,7804,SWLXHS300ZSZQC,申万菱信沪深300指数增强C,股票指数,SHENWANLINGXINHUSHEN300ZHISHUZENGQIANGC
6248,7805,HBFDJZHB,华宝浮动净值货币,货币型,HUABAOFUDONGJINGZHIHUOBI
6249,7808,BXRFLHYXLHPZ,北信瑞丰量化优选灵活配置,混合型,BEIXINRUIFENGLIANGHUAYOUXUANLINGHUOPEIZHI
6250,7811,CHXZHHA,淳厚信泽混合A,混合型,CHUNHOUXINZEHUNHEA
6251,7812,CHXZHHC,淳厚信泽混合C,混合型,CHUNHOUXINZEHUNHEC
6252,7821,HTZJFLZDZFQA,华泰紫金丰利中短债发起A,债券型,HUATAIZIJINFENGLIZHONGDUANZHAIFAQIA
6253,7822,HTZJFLZDZFQC,华泰紫金丰利中短债发起C,债券型,HUATAIZIJINFENGLIZHONGDUANZHAIFAQIC
6254,7823,THHZDZA,天弘弘择短债A,债券型,TIANHONGHONGZEDUANZHAIA
6255,7824,THHZDZC,天弘弘择短债C,债券型,TIANHONGHONGZEDUANZHAIC
