,FundCode,Sim1,name,type,Sim2
2252,2850,NFZZHH,南方甑智混合,混合型,NANFANGZENGZHIHUNHE
2253,2851,NFPZHH,南方品质混合,混合型,NANFANGPINZHIHUNHE
2254,2852,ZSCFBJYXHBA,招商财富宝交易型货币A,货币型,ZHAOSHANGCAIFUBAOJIAOYIXINGHUOBIA
2255,2855,BSXJBHBC,博时现金宝货币C,货币型,BOSHIXIANJINBAOHUOBIC
2256,2858,CXFPCZYNDKZA,长信富平纯债一年定开债A,定开债券,CHANGXINFUPINGCHUNZHAIYINIANDINGKAIZHAIA
2257,2859,CXFPCZYNDKZC,长信富平纯债一年定开债C,定开债券,CHANGXINFUPINGCHUNZHAIYINIANDINGKAIZHAIC
2258,2860,QHKYHGSXJYHH,前海开源沪港深新机遇混合,混合型,QIANHAIKAIYUANHUGANGSHENXINJIYUHUNHE
2259,2861,GYZNZZGP,工银智能制造股票,股票型,GONGYINZHINENGZHIZAOGUPIAO
2260,2862,JXLHJXHH,金信量化精选混合,混合型,JINXINLIANGHUAJINGXUANHUNHE
2261,2863,JXSZCZHHFQS,金信深圳成长混合发起式,混合型,JINXINSHENZHENCHENGZHANGHUNHEFAQISHI
2262,2864,GFAZDZZQA,广发安泽短债债券A,债券型,GUANGFAANZEDUANZHAIZHAIQUANA
2263,2865,GFAZDZZQC,广发安泽短债债券C,债券型,GUANGFAANZEDUANZHAIZHAIQUANC
2264,2866,XHFYHBZQ,新华丰盈回报债券,债券型,XINHUAFENGYINGHUIBAOZHAIQUAN
2265,2867,XHHWTLZQC,新华恒稳添利债券C,债券型,XINHUAHENGWENTIANLIZHAIQUANC
2266,2868,PHFMZQ,鹏华丰茂债券,债券型,PENGHUAFENGMAOZHAIQUAN
2267,2869,RTTYDKZ,融通通裕定开债,定开债券,RONGTONGTONGYUDINGKAIZHAI
2268,2870,XYZYWNDKZ,兴业增益五年定开债,定开债券,XINGYEZENGYIWUNIANDINGKAIZHAI
2269,2871,HXZSJZCZA,华夏智胜价值成长A,股票型,HUAXIAZHISHENGJIAZHICHENGZHANGA
2270,2872,HXZSJZCZC,华夏智胜价值成长C,股票型,HUAXIAZHISHENGJIAZHICHENGZHANGC
2271,2877,HXDZHXYZA,华夏大中华信用债A,QDII,HUAXIADAZHONGHUAXINYONGZHAIA
2272,2878,HXDZHXYZMYXHA,华夏大中华信用债美元现汇A,QDII,HUAXIADAZHONGHUAXINYONGZHAIMEIYUANXIANHUIA
2273,2879,HXDZHXYZMYXCA,华夏大中华信用债美元现钞A,QDII,HUAXIADAZHONGHUAXINYONGZHAIMEIYUANXIANCHAOA
2274,2880,HXDZHXYZC,华夏大中华信用债C,QDII,HUAXIADAZHONGHUAXINYONGZHAIC
2275,2881,ZJFRCZZQA,中加丰润纯债债券A,债券型,ZHONGJIAFENGRUNCHUNZHAIZHAIQUANA
2276,2882,ZJFRCZZQC,中加丰润纯债债券C,债券型,ZHONGJIAFENGRUNCHUNZHAIZHAIQUANC
2277,2883,HRYDXJTHBA,华润元大现金通货币A,货币型,HUARUNYUANDAXIANJINTONGHUOBIA
2278,2884,HRYDXJTHBB,华润元大现金通货币B,货币型,HUARUNYUANDAXIANJINTONGHUOBIB
2279,2885,DMWZCXLHPZHH,大摩万众创新灵活配置混合,混合型,DAMOWANZHONGCHUANGXINLINGHUOPEIZHIHUNHE
2280,2889,JYTLBHBA,交银天利宝货币A,货币型,JIAOYINTIANLIBAOHUOBIA
2281,2890,JYTLBHBE,交银天利宝货币E,货币型,JIAOYINTIANLIBAOHUOBIE
2282,2891,HXYDHLHHRMB,华夏移动互联混合人民币,QDII,HUAXIAYIDONGHULIANHUNHERENMINBI
2283,2892,HXYDHLHHMYXH,华夏移动互联混合美元现汇,QDII,HUAXIAYIDONGHULIANHUNHEMEIYUANXIANHUI
2284,2893,HXYDHLHHMYXC,华夏移动互联混合美元现钞,QDII,HUAXIAYIDONGHULIANHUNHEMEIYUANXIANCHAO
2285,2894,HXTLHBA,华夏天利货币A,货币型,HUAXIATIANLIHUOBIA
2286,2895,HXTLHBB,华夏天利货币B,货币型,HUAXIATIANLIHUOBIB
2287,2898,FGLNQLCZQA,富国两年期理财债券A,定开债券,FUGUOLIANGNIANQILICAIZHAIQUANA
2288,2899,FGLNQLCZQC,富国两年期理财债券C,定开债券,FUGUOLIANGNIANQILICAIZHAIQUANC
2289,2900,NFZZ500XXJSLJA,南方中证500信息技术联接A,联接基金,NANFANGZHONGZHENG500XINXIJISHULIANJIEA
2290,2901,CTZGJJSYZQA,财通资管积极收益债券A,债券型,CAITONGZIGUANJIJISHOUYIZHAIQUANA
2291,2902,CTZGJJSYZQC,财通资管积极收益债券C,债券型,CAITONGZIGUANJIJISHOUYIZHAIQUANC
2292,2903,GFZZ500ETFLJC,广发中证500ETF联接C,联接基金,GUANGFAZHONGZHENG500ETFLIANJIEC
2293,2904,BSARYNDKZA,博时安仁一年定开债A,定开债券,BOSHIANRENYINIANDINGKAIZHAIA
2294,2905,BSARYNDKZC,博时安仁一年定开债C,定开债券,BOSHIANRENYINIANDINGKAIZHAIC
2295,2906,NFZZ500LHZQA,南方中证500量化增强A,股票指数,NANFANGZHONGZHENG500LIANGHUAZENGQIANGA
2296,2907,NFZZ500LHZQC,南方中证500量化增强C,股票指数,NANFANGZHONGZHENG500LIANGHUAZENGQIANGC
2297,2908,FGRLDKHHFQS,富国睿利定开混合发起式,混合型,FUGUORUILIDINGKAIHUNHEFAQISHI
2298,2909,ZSHXCZ,浙商惠享纯债,债券型,ZHESHANGHUIXIANGCHUNZHAI
2299,2910,YFDGGGGHH,易方达供给改革混合,混合型,YIFANGDAGONGGEIGAIGEHUNHE
2300,2912,XYWTYHBA,兴业稳天盈货币A,货币型,XINGYEWENTIANYINGHUOBIA
2301,2915,XYYLZQ,鑫元裕利债券,债券型,XINYUANYULIZHAIQUAN
2302,2917,JSHQBHBE,嘉实活钱包货币E,货币型,JIASHIHUOQIANBAOHUOBIE
2303,2918,JYXJBHBE,交银现金宝货币E,货币型,JIAOYINXIANJINBAOHUOBIE
2304,2919,DWZHYLLHCLHH,东吴智慧医疗量化策略混合,混合型,DONGWUZHIHUIYILIAOLIANGHUACELUEHUNHE
2305,2920,ZODZZQA,中欧短债债券A,债券型,ZHONGOUDUANZHAIZHAIQUANA
2306,2923,XYJHLHPZHHC,兴业聚惠灵活配置混合C,混合型,XINGYEJUHUILINGHUOPEIZHIHUNHEC
2307,2924,HSRXDKZ,华商瑞鑫定开债,定开债券,HUASHANGRUIXINDINGKAIZHAI
2310,2927,CSSHCZA,长盛盛和纯债A,债券型,CHANGSHENGSHENGHECHUNZHAIA
2311,2928,CSSHCZC,长盛盛和纯债C,债券型,CHANGSHENGSHENGHECHUNZHAIC
2312,2929,BSJYCZZQ,博时聚盈纯债债券,债券型,BOSHIJUYINGCHUNZHAIZHAIQUAN
2313,2930,BSJRCZZQ,博时聚润纯债债券,债券型,BOSHIJURUNCHUNZHAIZHAIQUAN
2314,2932,YXYFQHSYA,圆信永丰强化收益A,债券型,YUANXINYONGFENGQIANGHUASHOUYIA
2315,2933,YXYFQHSYC,圆信永丰强化收益C,债券型,YUANXINYONGFENGQIANGHUASHOUYIC
2316,2934,TKHTHBHHA,泰康恒泰回报混合A,混合型,TAIKANGHENGTAIHUIBAOHUNHEA
2317,2935,TKHTHBHHC,泰康恒泰回报混合C,混合型,TAIKANGHENGTAIHUIBAOHUNHEC
2318,2936,HXWLHBA,华夏沃利货币A,货币型,HUAXIAWOLIHUOBIA
2319,2937,HXWLHBB,华夏沃利货币B,货币型,HUAXIAWOLIHUOBIB
2320,2938,ZYZQJKCYHH,中银证券健康产业混合,混合型,ZHONGYINZHENGQUANJIANKANGCHANYEHUNHE
2321,2939,GFCXSJHH,广发创新升级混合,混合型,GUANGFACHUANGXINSHENGJIHUNHE
2322,2943,GFDYZHH,广发多因子混合,混合型,GUANGFADUOYINZIHUNHE
2323,2945,DCSSJXLHPZHH,大成盛世精选灵活配置混合,混合型,DACHENGSHENGSHIJINGXUANLINGHUOPEIZHIHUNHE
2324,2946,DCJSYNDKZA,大成景盛一年定开债A,定开债券,DACHENGJINGSHENGYINIANDINGKAIZHAIA
2325,2947,DCJSYNDKZC,大成景盛一年定开债C,定开债券,DACHENGJINGSHENGYINIANDINGKAIZHAIC
2326,2948,HAJL18GYDKZA,华安聚利18个月定开债A,定开债券,HUAANJULI18GEYUEDINGKAIZHAIA
2327,2949,HAJL18GYDKZC,华安聚利18个月定开债C,定开债券,HUAANJULI18GEYUEDINGKAIZHAIC
2328,2952,JXDYZLHGP,建信多因子量化股票,股票型,JIANXINDUOYINZILIANGHUAGUPIAO
2329,2953,HAAFBBHHA,华安安福保本混合A,保本型,HUAANANFUBAOBENHUNHEA
2330,2954,HAAFBBHHC,华安安福保本混合C,保本型,HUAANANFUBAOBENHUNHEC
2331,2955,RTXQSLHPZHH,融通新趋势灵活配置混合,混合型,RONGTONGXINQUSHILINGHUOPEIZHIHUNHE
2333,2957,CTCTBHBA,财通财通宝货币A,货币型,CAITONGCAITONGBAOHUOBIA
2334,2958,CTCTBHBB,财通财通宝货币B,货币型,CAITONGCAITONGBAOHUOBIB
2335,2959,HTFYTHH,汇添富盈泰混合,混合型,HUITIANFUYINGTAIHUNHE
2336,2960,BSHLHB,博时合利货币,货币型,BOSHIHELIHUOBI
2337,2961,ZOSLZQA,中欧双利债券A,债券型,ZHONGOUSHUANGLIZHAIQUANA
2338,2962,ZOSLZQC,中欧双利债券C,债券型,ZHONGOUSHUANGLIZHAIQUANC
2339,2963,YFDHJETFLJC,易方达黄金ETF联接C,联接基金,YIFANGDAHUANGJINETFLIANJIEC
2340,2964,GTRYSXDK,国投瑞银顺鑫定开,定开债券,GUOTOURUIYINSHUNXINDINGKAI
2341,2965,ZHHJZQSYZQA,中海合嘉增强收益债券A,债券型,ZHONGHAIHEJIAZENGQIANGSHOUYIZHAIQUANA
2342,2966,ZHHJZQSYZQC,中海合嘉增强收益债券C,债券型,ZHONGHAIHEJIAZENGQIANGSHOUYIZHAIQUANC
2343,2967,ZSDSJZXXFHH,浙商大数据智选消费混合,混合型,ZHESHANGDASHUJUZHIXUANXIAOFEIHUNHE
2344,2968,XHGDZZHH,新华高端制造混合,混合型,XINHUAGAODUANZHIZAOHUNHE
2345,2969,YFDFHZQ,易方达丰和债券,债券型,YIFANGDAFENGHEZHAIQUAN
2346,2970,BSYACZZQ,博时裕昂纯债债券,债券型,BOSHIYUANGCHUNZHAIZHAIQUAN
2347,2971,QHKYDAZQA,前海开源鼎安债券A,债券型,QIANHAIKAIYUANDINGANZHAIQUANA
2348,2972,QHKYDAZQC,前海开源鼎安债券C,债券型,QIANHAIKAIYUANDINGANZHAIQUANC
2349,2974,GFXXJSLJC,广发信息技术联接C,联接基金,GUANGFAXINXIJISHULIANJIEC
2350,2977,GFZZQZKXXFLJC,广发中证全指可选消费联接C,联接基金,GUANGFAZHONGZHENGQUANZHIKEXUANXIAOFEILIANJIEC
2351,2978,GFYYWSLJC,广发医药卫生联接C,联接基金,GUANGFAYIYAOWEISHENGLIANJIEC
2352,2979,GFZZQZJRDCLJC,广发中证全指金融地产联接C,联接基金,GUANGFAZHONGZHENGQUANZHIJINRONGDICHANLIANJIEC
2353,2980,HXCXQYGP,华夏创新前沿股票,股票型,HUAXIACHUANGXINQIANYANGUPIAO
2354,2982,GFYLZSC,广发养老指数C,股票指数,GUANGFAYANGLAOZHISHUC
2355,2983,CXGFJGLHHH,长信国防军工量化混合,混合型,CHANGXINGUOFANGJUNGONGLIANGHUAHUNHE
2356,2984,GFZZHBETFLJC,广发中证环保ETF联接C,联接基金,GUANGFAZHONGZHENGHUANBAOETFLIANJIEC
2357,2985,ZYJJHDKZ,中银季季红定开债,定开债券,ZHONGYINJIJIHONGDINGKAIZHAI
2358,2986,TKFYZQ,泰康丰盈债券,债券型,TAIKANGFENGYINGZHAIQUAN
2359,2987,GFHS300ETFLJC,广发沪深300ETF联接C,联接基金,GUANGFAHUSHEN300ETFLIANJIEC
2360,2988,PADXZQ,平安鼎信债券,债券型,PINGANDINGXINZHAIQUAN
2361,2989,RTTQYJJXHH,融通通乾研究精选混合,混合型,RONGTONGTONGQIANYANJIUJINGXUANHUNHE
2362,2991,JSWXCZZQ,嘉实稳鑫纯债债券,债券型,JIASHIWENXINCHUNZHAIZHAIQUAN
2363,2994,ZSZYCZA,招商招裕纯债A,债券型,ZHAOSHANGZHAOYUCHUNZHAIA
2364,2995,ZSZYCZC,招商招裕纯债C,债券型,ZHAOSHANGZHAOYUCHUNZHAIC
2365,2996,CXWJCZZQA,长信稳健纯债债券A,债券型,CHANGXINWENJIANCHUNZHAIZHAIQUANA
2366,2997,GYRXCZZQ,工银瑞享纯债债券,债券型,GONGYINRUIXIANGCHUNZHAIZHAIQUAN
2367,3000,ZSFDLHPZHHA,招商丰德灵活配置混合A,混合型,ZHAOSHANGFENGDELINGHUOPEIZHIHUNHEA
2368,3001,ZSFDLHPZHHC,招商丰德灵活配置混合C,混合型,ZHAOSHANGFENGDELINGHUOPEIZHIHUNHEC
2369,3002,GJJDQTLC,国金及第七天理财,理财型,GUOJINJIDIQITIANLICAI
2370,3003,HXXJZLHBAE,华夏现金增利货币A/E,货币型,HUAXIAXIANJINZENGLIHUOBIAE
2371,3004,ZSRXDKHH,招商睿祥定开混合,混合型,ZHAOSHANGRUIXIANGDINGKAIHUNHE
2372,3009,ZRYZZQA,中融盈泽债券A,债券型,ZHONGRONGYINGZEZHAIQUANA
2373,3010,ZRYZZQC,中融盈泽债券C,债券型,ZHONGRONGYINGZEZHAIQUANC
2374,3013,ZRHTCZA,中融恒泰纯债A,债券型,ZHONGRONGHENGTAICHUNZHAIA
2375,3014,ZRHTCZC,中融恒泰纯债C,债券型,ZHONGRONGHENGTAICHUNZHAIC
2376,3015,ZJHS300A,中金沪深300A,股票指数,ZHONGJINHUSHEN300A
2377,3016,ZJZZ500A,中金中证500A,股票指数,ZHONGJINZHONGZHENG500A
2378,3017,GFZZJGETFLJA,广发中证军工ETF联接A,联接基金,GUANGFAZHONGZHENGJUNGONGETFLIANJIEA
2379,3022,JXXJTYHBA,建信现金添益货币A,货币型,JIANXINXIANJINTIANYIHUOBIA
2380,3023,BSJFCZZQ,博时景发纯债债券,债券型,BOSHIJINGFACHUNZHAIZHAIQUAN
2381,3024,PAHJDKZA,平安惠金定开债A,定开债券,PINGANHUIJINDINGKAIZHAIA
2382,3025,XHHLHBHH,新华红利回报混合,混合型,XINHUAHONGLIHUIBAOHUNHE
2383,3026,AXXJZHHA,安信新价值混合A,混合型,ANXINXINJIAZHIHUNHEA
2384,3027,AXXJZHHC,安信新价值混合C,混合型,ANXINXINJIAZHIHUNHEC
2385,3028,AXXYXHHA,安信新优选混合A,混合型,ANXINXINYOUXUANHUNHEA
2386,3029,AXXYXHHC,安信新优选混合C,混合型,ANXINXINYOUXUANHUNHEC
2387,3030,AXXMBHHA,安信新目标混合A,混合型,ANXINXINMUBIAOHUNHEA
2388,3031,AXXMBHHC,安信新目标混合C,混合型,ANXINXINMUBIAOHUNHEC
2389,3032,PAYLJKHH,平安医疗健康混合,混合型,PINGANYILIAOJIANKANGHUNHE
2390,3033,NFRGDKHH,南方荣冠定开混合,混合型,NANFANGRONGGUANDINGKAIHUNHE
2391,3034,PAJYXHBA,平安交易型货币A,货币型,PINGANJIAOYIXINGHUOBIA
2392,3037,GFJRZQA,广发集瑞债券A,债券型,GUANGFAJIRUIZHAIQUANA
2393,3038,GFJRZQC,广发集瑞债券C,债券型,GUANGFAJIRUIZHAIQUANC
2394,3039,GFJFCZA,广发集富纯债A,债券型,GUANGFAJIFUCHUNZHAIA
2395,3040,GFJFCZC,广发集富纯债C,债券型,GUANGFAJIFUCHUNZHAIC
2396,3041,XYDLZQ,鑫元得利债券,债券型,XINYUANDELIZHAIQUAN
2397,3042,JYHQTHBA,交银活期通货币A,货币型,JIAOYINHUOQITONGHUOBIA
2398,3043,JYHQTHBE,交银活期通货币E,货币型,JIAOYINHUOQITONGHUOBIE
2399,3044,DFHZLJXHHA,东方红战略精选混合A,混合型,DONGFANGHONGZHANLUEJINGXUANHUNHEA
2400,3045,DFHZLJXHHC,东方红战略精选混合C,混合型,DONGFANGHONGZHANLUEJINGXUANHUNHEC
2401,3046,ZSXYDKZRMB,招商信用定开债人民币,QDII,ZHAOSHANGXINYONGDINGKAIZHAIRENMINBI
2402,3047,ZSXYDKZMY,招商信用定开债美元,QDII,ZHAOSHANGXINYONGDINGKAIZHAIMEIYUAN
2403,3050,NYHLJFYNDKZ,农银汇理金丰一年定开债,定开债券,NONGYINHUILIJINFENGYINIANDINGKAIZHAI
2404,3051,NYHLJLYNDKZ,农银汇理金利一年定开债,定开债券,NONGYINHUILIJINLIYINIANDINGKAIZHAI
2405,3053,JSWTYLGPA,嘉实文体娱乐股票A,股票型,JIASHIWENTIYULEGUPIAOA
2406,3054,JSWTYLGPC,嘉实文体娱乐股票C,股票型,JIASHIWENTIYULEGUPIAOC
2407,3056,JSWZCZZQ,嘉实稳泽纯债债券,债券型,JIASHIWENZECHUNZHAIZHAIQUAN
2408,3059,CXXLBNDQKFHH,长信先利半年定期开放混合,混合型,CHANGXINXIANLIBANNIANDINGQIKAIFANGHUNHE
2409,3062,YHTLHHA,银华通利混合A,混合型,YINHUATONGLIHUNHEA
2410,3063,YHTLHHC,银华通利混合C,混合型,YINHUATONGLIHUNHEC
2411,3064,NFRHHH,南方荣欢混合,混合型,NANFANGRONGHUANHUNHE
2412,3065,GDBDXZF18GYDKZA,光大保德信尊富18个月定开债A,定开债券,GUANGDABAODEXINZUNFU18GEYUEDINGKAIZHAIA
2413,3066,GDBDXZF18GYDKZC,光大保德信尊富18个月定开债C,定开债券,GUANGDABAODEXINZUNFU18GEYUEDINGKAIZHAIC
2414,3069,GDBDXLHYXGP,光大保德信量化优选股票,股票型,GUANGDABAODEXINLIANGHUAYOUXUANGUPIAO
2415,3071,ZRRXDQKFZQA,中融睿祥定期开放债券A,定开债券,ZHONGRONGRUIXIANGDINGQIKAIFANGZHAIQUANA
2416,3072,ZRRXDQKFZQC,中融睿祥定期开放债券C,定开债券,ZHONGRONGRUIXIANGDINGQIKAIFANGZHAIQUANC
2417,3073,TDHLHLZQA,泰达宏利汇利债券A,债券型,TAIDAHONGLIHUILIZHAIQUANA
2418,3074,TDHLHLZQC,泰达宏利汇利债券C,债券型,TAIDAHONGLIHUILIZHAIQUANC
2419,3075,ZRHBE,中融货币E,货币型,ZHONGRONGHUOBIE
2420,3078,TKAHCZZQA,泰康安惠纯债债券A,债券型,TAIKANGANHUICHUNZHAIZHAIQUANA
2421,3079,ZR35NZGDJXYZA,中融3-5年中高等级信用债A,债券指数,ZHONGRONG35NIANZHONGGAODENGJIXINYONGZHAIA
2422,3080,ZR35NZGDJXYZC,中融3-5年中高等级信用债C,债券指数,ZHONGRONG35NIANZHONGGAODENGJIXINYONGZHAIC
2423,3081,ZR13NZGDJXYZA,中融1-3年中高等级信用债A,债券指数,ZHONGRONG13NIANZHONGGAODENGJIXINYONGZHAIA
2424,3082,ZR13NZGDJXYZC,中融1-3年中高等级信用债C,债券指数,ZHONGRONG13NIANZHONGGAODENGJIXINYONGZHAIC
2425,3083,ZR13NGDJXYZA,中融1-3年高等级信用债A,债券指数,ZHONGRONG13NIANGAODENGJIXINYONGZHAIA
2426,3084,ZR13NGDJXYZC,中融1-3年高等级信用债C,债券指数,ZHONGRONG13NIANGAODENGJIXINYONGZHAIC
2427,3085,ZR01NZGDJXYZA,中融0-1年中高等级信用债A,债券指数,ZHONGRONG01NIANZHONGGAODENGJIXINYONGZHAIA
2428,3086,ZR01NZGDJXYZC,中融0-1年中高等级信用债C,债券指数,ZHONGRONG01NIANZHONGGAODENGJIXINYONGZHAIC
2429,3092,HSFLZQDKZA,华商丰利增强定开债A,定开债券,HUASHANGFENGLIZENGQIANGDINGKAIZHAIA
2430,3093,HSFLZQDKZC,华商丰利增强定开债C,定开债券,HUASHANGFENGLIZENGQIANGDINGKAIZHAIC
2431,3095,ZOYLJKHHA,中欧医疗健康混合A,混合型,ZHONGOUYILIAOJIANKANGHUNHEA
2432,3096,ZOYLJKHHC,中欧医疗健康混合C,混合型,ZHONGOUYILIAOJIANKANGHUNHEC
2433,3099,CSSJCZA,长盛盛景纯债A,债券型,CHANGSHENGSHENGJINGCHUNZHAIA
2434,3100,CSSJCZC,长盛盛景纯债C,债券型,CHANGSHENGSHENGJINGCHUNZHAIC
2435,3102,CSSYCZA,长盛盛裕纯债A,债券型,CHANGSHENGSHENGYUCHUNZHAIA
2436,3103,CSSYCZC,长盛盛裕纯债C,债券型,CHANGSHENGSHENGYUCHUNZHAIC
2437,3104,TDHLDHHH,泰达宏利定宏混合,混合型,TAIDAHONGLIDINGHONGHUNHE
2438,3105,GDYXHHA,光大永鑫混合A,混合型,GUANGDAYONGXINHUNHEA
2439,3106,GDYXHHC,光大永鑫混合C,混合型,GUANGDAYONGXINHUNHEC
2440,3107,GDBDXAQZQA,光大保德信安祺债券A,债券型,GUANGDABAODEXINANQIZHAIQUANA
2441,3108,GDBDXAQZQC,光大保德信安祺债券C,债券型,GUANGDABAODEXINANQIZHAIQUANC
2442,3109,GDAHZQA,光大安和债券A,债券型,GUANGDAANHEZHAIQUANA
2443,3110,GDAHZQC,光大安和债券C,债券型,GUANGDAANHEZHAIQUANC
2444,3115,GDBDXCXHHA,光大保德信诚鑫混合A,混合型,GUANGDABAODEXINCHENGXINHUNHEA
2445,3116,GDBDXCXHHC,光大保德信诚鑫混合C,混合型,GUANGDABAODEXINCHENGXINHUNHEC
2446,3117,GDJXHHA,光大吉鑫混合A,混合型,GUANGDAJIXINHUNHEA
2447,3118,GDJXHHC,光大吉鑫混合C,混合型,GUANGDAJIXINHUNHEC
2448,3119,BSXYHHA,博时鑫源混合A,混合型,BOSHIXINYUANHUNHEA
2449,3120,BSXYHHC,博时鑫源混合C,混合型,BOSHIXINYUANHUNHEC
2450,3121,ZXBCWLZQA,中信保诚稳利债券A,债券型,ZHONGXINBAOCHENGWENLIZHAIQUANA
2451,3123,TZXLCZZQA,天治鑫利纯债债券A,债券型,TIANZHIXINLICHUNZHAIZHAIQUANA
2452,3124,TZXLCZZQC,天治鑫利纯债债券C,债券型,TIANZHIXINLICHUNZHAIZHAIQUANC
2453,3125,ZKWTWXCZHH,中科沃土沃鑫成长混合,混合型,ZHONGKEWOTUWOXINCHENGZHANGHUNHE
2454,3126,CXCZBNZQA,长信纯债半年债券A,定开债券,CHANGXINCHUNZHAIBANNIANZHAIQUANA
2455,3127,CXCZBNZQC,长信纯债半年债券C,定开债券,CHANGXINCHUNZHAIBANNIANZHAIQUANC
2456,3130,ZXBCWLZQC,中信保诚稳利债券C,债券型,ZHONGXINBAOCHENGWENLIZHAIQUANC
2457,3131,GSABQGZZHH,国寿安保强国智造混合,混合型,GUOSHOUANBAOQIANGGUOZHIZAOHUNHE
2458,3132,DBXHBLHPZHH,德邦新回报灵活配置混合,混合型,DEBANGXINHUIBAOLINGHUOPEIZHIHUNHE
2459,3133,YFDYXZQA,易方达裕鑫债券A,债券型,YIFANGDAYUXINZHAIQUANA
2460,3134,YFDYXZQC,易方达裕鑫债券C,债券型,YIFANGDAYUXINZHAIQUANC
2461,3135,JYSAFYZQ,金元顺安沣楹债券,债券型,JINYUANSHUNANFENGYINGZHAIQUAN
2462,3142,PHHDHHA,鹏华弘达混合A,混合型,PENGHUAHONGDAHUNHEA
2463,3143,PHHDHHC,鹏华弘达混合C,混合型,PENGHUAHONGDAHUNHEC
2464,3144,HBXJYHHLOFC,华宝新机遇混合(LOF)C,混合型,HUABAOXINJIYUHUNHELOFC
2465,3145,ZRJZYS,中融竞争优势,股票型,ZHONGRONGJINGZHENGYOUSHI
2466,3146,RTTYZQ,融通通优债券,债券型,RONGTONGTONGYOUZHAIQUAN
2467,3147,DCDTLHHH,大成动态量化混合,混合型,DACHENGDONGTAILIANGHUAHUNHE
2468,3150,ZORCDQKFHHA,中欧睿诚定期开放混合A,混合型,ZHONGOURUICHENGDINGQIKAIFANGHUNHEA
2469,3151,ZORCDQKFHHC,中欧睿诚定期开放混合C,混合型,ZHONGOURUICHENGDINGQIKAIFANGHUNHEC
2470,3152,HFTXLHPZHHA,华富天鑫灵活配置混合A,混合型,HUAFUTIANXINLINGHUOPEIZHIHUNHEA
2471,3153,HFTXLHPZHHC,华富天鑫灵活配置混合C,混合型,HUAFUTIANXINLINGHUOPEIZHIHUNHEC
2472,3154,HBXHLHH,华宝新活力混合,混合型,HUABAOXINHUOLIHUNHE
2473,3155,ZJFSCZZQ,中加丰尚纯债债券,债券型,ZHONGJIAFENGSHANGCHUNZHAIZHAIQUAN
2476,3159,WJHR18GYDKZA,万家恒瑞18个月定开债A,定开债券,WANJIAHENGRUI18GEYUEDINGKAIZHAIA
2477,3160,WJHR18GYDKZC,万家恒瑞18个月定开债C,定开债券,WANJIAHENGRUI18GEYUEDINGKAIZHAIC
2478,3161,NFATHH,南方安泰混合,混合型,NANFANGANTAIHUNHE
2479,3162,BSFNCZZQ,博时富宁纯债债券,债券型,BOSHIFUNINGCHUNZHAIZHAIQUAN
2480,3163,JYTYCZ,金鹰添益纯债,债券型,JINYINGTIANYICHUNZHAI
2481,3164,JXXJTLHBB,建信现金添利货币B,货币型,JIANXINXIANJINTIANLIHUOBIB
2482,3165,PHHJHHAL,鹏华弘嘉混合A类,混合型,PENGHUAHONGJIAHUNHEALEI
2483,3166,PHHJHHCL,鹏华弘嘉混合C类,混合型,PENGHUAHONGJIAHUNHECLEI
2484,3167,QHKYDRZQA,前海开源鼎瑞债券A,债券型,QIANHAIKAIYUANDINGRUIZHAIQUANA
2485,3168,QHKYDRZQC,前海开源鼎瑞债券C,债券型,QIANHAIKAIYUANDINGRUIZHAIQUANC
2486,3169,CSSHHHA,长盛盛辉混合A,混合型,CHANGSHENGSHENGHUIHUNHEA
2487,3170,CSSHHHC,长盛盛辉混合C,混合型,CHANGSHENGSHENGHUIHUNHEC
2488,3171,XDAYHLCHB,信达澳银慧理财货币,货币型,XINDAAOYINHUILICAIHUOBI
2489,3173,MSJYXACZC,民生加银鑫安纯债C,债券型,MINSHENGJIAYINXINANCHUNZHAIC
2490,3174,QHLHTHCZA,前海联合添惠纯债A,债券型,QIANHAILIANHETIANHUICHUNZHAIA
2491,3175,HTBRDCLHH,华泰柏瑞多策略混合,混合型,HUATAIBAIRUIDUOCELUEHUNHE
2492,3176,DBJYZQA,德邦景颐债券A,债券型,DEBANGJINGYIZHAIQUANA
2493,3177,DBJYZQC,德邦景颐债券C,债券型,DEBANGJINGYIZHAIQUANC
2494,3179,SXYLDKZ,山西裕利定开债,定开债券,SHANXIYULIDINGKAIZHAI
2495,3180,QHLHTLZQA,前海联合添利债券A,债券型,QIANHAILIANHETIANLIZHAIQUANA
2496,3181,QHLHTLZQC,前海联合添利债券C,债券型,QIANHAILIANHETIANLIZHAIQUANC
2497,3182,HFHXHHA,华富弘鑫混合A,混合型,HUAFUHONGXINHUNHEA
2498,3183,HFHXHHC,华富弘鑫混合C,混合型,HUAFUHONGXINHUNHEC
2499,3184,ZZCTKCXFZ100ZSC,中证财通可持续发展100指数C,股票指数,ZHONGZHENGCAITONGKECHIXUFAZHAN100ZHISHUC
2500,3185,JXHBB,建信货币B,货币型,JIANXINHUOBIB
2501,3186,PHXADQKFHH,鹏华兴安定期开放混合,混合型,PENGHUAXINGANDINGQIKAIFANGHUNHE
2502,3187,JSAYHH,嘉实安益混合,混合型,JIASHIANYIHUNHE
2504,3189,HTFBXBBHH,汇添富保鑫保本混合,保本型,HUITIANFUBAOXINBAOBENHUNHE
