,Unnamed: 0,FundCode,Sim1,name,type,Sim2
1456,1508,1897,JTJSLHXFHHA,九泰久盛量化先锋混合A,混合型,JIUTAIJIUSHENGLIANGHUAXIANFENGHUNHEA
1457,1509,1898,YFDDJKHH,易方达大健康混合,混合型,YIFANGDADAJIANKANGHUNHE
1459,1511,1900,NAJXJZHH,诺安精选价值混合,混合型,NUOANJINGXUANJIAZHIHUNHE
1460,1512,1901,QHKYHGSLXHHA,前海开源沪港深隆鑫混合A,混合型,QIANHAIKAIYUANHUGANGSHENLONGXINHUNHEA
1461,1513,1902,QHKYHGSLXHHC,前海开源沪港深隆鑫混合C,混合型,QIANHAIKAIYUANHUGANGSHENLONGXINHUNHEC
1462,1514,1903,GDXXHHA,光大欣鑫混合A,混合型,GUANGDAXINXINHUNHEA
1463,1515,1904,GDXXHHC,光大欣鑫混合C,混合型,GUANGDAXINXINHUNHEC
1464,1516,1905,HAAYLHPZHH,华安安益灵活配置混合,混合型,HUAANANYILINGHUOPEIZHIHUNHE
1466,1518,1907,GTRYJXLHPZHHA,国投瑞银境煊灵活配置混合A,混合型,GUOTOURUIYINJINGXUANLINGHUOPEIZHIHUNHEA
1467,1519,1908,GTRYJXLHPZHHC,国投瑞银境煊灵活配置混合C,混合型,GUOTOURUIYINJINGXUANLINGHUOPEIZHIHUNHEC
1468,1520,1909,CJHXHBA,创金合信货币A,货币型,CHUANGJINHEXINHUOBIA
1469,1521,1910,TKXJYHH,泰康新机遇混合,混合型,TAIKANGXINJIYUHUNHE
1470,1522,1911,BSYHCZZQ,博时裕恒纯债债券,债券型,BOSHIYUHENGCHUNZHAIZHAIQUAN
1471,1523,1914,ZXJTJLHHA,中信建投聚利混合A,混合型,ZHONGXINJIANTOUJULIHUNHEA
1472,1524,1915,BYYLJKHGSGP,宝盈医疗健康沪港深股票,股票型,BAOYINGYILIAOJIANKANGHUGANGSHENGUPIAO
1473,1525,1916,XWTBA,新沃通宝A,货币型,XINWOTONGBAOA
1474,1526,1917,ZSLHJXGP,招商量化精选股票,股票型,ZHAOSHANGLIANGHUAJINGXUANGUPIAO
1475,1527,1918,YXYFXLA,圆信永丰兴利A,债券型,YUANXINYONGFENGXINGLIA
1476,1528,1919,YXYFXLC,圆信永丰兴利C,债券型,YUANXINYONGFENGXINGLIC
1477,1529,1920,JSCCJYHLZQA,景顺长城景颐宏利债券A,债券型,JINGSHUNCHANGCHENGJINGYIHONGLIZHAIQUANA
1478,1530,1921,JSCCJYHLZQC,景顺长城景颐宏利债券C,债券型,JINGSHUNCHANGCHENGJINGYIHONGLIZHAIQUANC
1479,1531,1922,GTDCLSYHH,国泰多策略收益混合,混合型,GUOTAIDUOCELUESHOUYIHUNHE
1480,1532,1924,HXGQGGHH,华夏国企改革混合,混合型,HUAXIAGUOQIGAIGEHUNHE
1481,1533,1925,XYXTYHBA,兴业鑫天盈货币A,货币型,XINGYEXINTIANYINGHUOBIA
1482,1534,1926,XYXTYHBB,兴业鑫天盈货币B,货币型,XINGYEXINTIANYINGHUOBIB
1483,1535,1927,HXXFSJLHPZHHA,华夏消费升级灵活配置混合A,混合型,HUAXIAXIAOFEISHENGJILINGHUOPEIZHIHUNHEA
1484,1536,1928,HXXFSJLHPZHHC,华夏消费升级灵活配置混合C,混合型,HUAXIAXIAOFEISHENGJILINGHUOPEIZHIHUNHEC
1485,1537,1929,HXSYBHBA,华夏收益宝货币A,货币型,HUAXIASHOUYIBAOHUOBIA
1486,1538,1930,HXSYBHBB,华夏收益宝货币B,货币型,HUAXIASHOUYIBAOHUOBIB
1487,1539,1931,GSABXQBHB,国寿安保鑫钱包货币,货币型,GUOSHOUANBAOXINQIANBAOHUOBI
1488,1540,1932,GSABLHYXHH,国寿安保灵活优选混合,混合型,GUOSHOUANBAOLINGHUOYOUXUANHUNHE
1489,1541,1933,HSXXHLHH,华商新兴活力混合,混合型,HUASHANGXINXINGHUOLIHUNHE
1493,1545,1937,XYXJZLHB,兴银现金增利货币,货币型,XINGYINXIANJINZENGLIHUOBI
1494,1546,1938,ZOSDXFGPA,中欧时代先锋股票A,股票型,ZHONGOUSHIDAIXIANFENGGUPIAOA
1495,1547,1939,GDRXHHA,光大睿鑫混合A,混合型,GUANGDARUIXINHUNHEA
1496,1548,1940,NYXDNYJ,农银现代农业加,混合型,NONGYINXIANDAINONGYEJIA
1497,1549,1941,RTTYDRZQB,融通通源短融债券B,债券型,RONGTONGTONGYUANDUANRONGZHAIQUANB
1498,1550,1942,QHKYHGSHXHHA,前海开源沪港深汇鑫混合A,混合型,QIANHAIKAIYUANHUGANGSHENHUIXINHUNHEA
1499,1551,1943,QHKYHGSHXHHC,前海开源沪港深汇鑫混合C,混合型,QIANHAIKAIYUANHUGANGSHENHUIXINHUNHEC
1500,1552,1945,DFHXYZZQA,东方红信用债债券A,债券型,DONGFANGHONGXINYONGZHAIZHAIQUANA
1501,1553,1946,DFHXYZZQC,东方红信用债债券C,债券型,DONGFANGHONGXINYONGZHAIZHAIQUANC
1502,1554,1947,STMGAXHBA,上投摩根安鑫回报A,混合型,SHANGTOUMOGENANXINHUIBAOA
1503,1555,1948,JXWDFLZQA,建信稳定丰利债券A,债券型,JIANXINWENDINGFENGLIZHAIQUANA
1504,1556,1949,JXWDFLZQC,建信稳定丰利债券C,债券型,JIANXINWENDINGFENGLIZHAIQUANC
1506,1558,1951,JYGGHLHH,金鹰改革红利混合,混合型,JINYINGGAIGEHONGLIHUNHE
1507,1559,1954,YHSTHBZTLHPZHH,银华生态环保主题灵活配置混合,混合型,YINHUASHENGTAIHUANBAOZHUTILINGHUOPEIZHIHUNHE
1508,1560,1955,ZOYLCYHH,中欧养老产业混合,混合型,ZHONGOUYANGLAOCHANYEHUNHE
1509,1561,1956,GLAKJDL,国联安科技动力,股票型,GUOLIANANKEJIDONGLI
1510,1562,1957,JHPTZQA,嘉合磐通债券A,债券型,JIAHEPANTONGZHAIQUANA
1511,1563,1958,JHPTZQC,嘉合磐通债券C,债券型,JIAHEPANTONGZHAIQUANC
1512,1564,1959,HSLXHLLHPZHH,华商乐享互联灵活配置混合,混合型,HUASHANGLEXIANGHULIANLINGHUOPEIZHIHUNHE
1513,1565,1960,XYRY,兴银瑞益,债券型,XINGYINRUIYI
1514,1567,1963,ZOTXZQ,中欧天禧债券,债券型,ZHONGOUTIANXIZHAIQUAN
1516,1569,1965,YXYFXYLHPZHHA,圆信永丰兴源灵活配置混合A,混合型,YUANXINYONGFENGXINGYUANLINGHUOPEIZHIHUNHEA
1517,1570,1966,YXYFXYLHPZHHC,圆信永丰兴源灵活配置混合C,混合型,YUANXINYONGFENGXINGYUANLINGHUOPEIZHIHUNHEC
1518,1571,1967,HBZXSJHH,华宝转型升级混合,混合型,HUABAOZHUANXINGSHENGJIHUNHE
1521,1574,1970,TXXXLHPZHHA,泰信鑫选灵活配置混合A,混合型,TAIXINXINXUANLINGHUOPEIZHIHUNHEA
1522,1575,1972,QHKYHGSZHSHHH,前海开源沪港深智慧生活混合,混合型,QIANHAIKAIYUANHUGANGSHENZHIHUISHENGHUOHUNHE
1523,1576,1973,GDYQBHBA,光大耀钱包货币A,货币型,GUANGDAYAOQIANBAOHUOBIA
1524,1577,1974,JSCCLHXDLGP,景顺长城量化新动力股票,股票型,JINGSHUNCHANGCHENGLIANGHUAXINDONGLIGUPIAO
1525,1578,1975,JSCCHBYSGP,景顺长城环保优势股票,股票型,JINGSHUNCHANGCHENGHUANBAOYOUSHIGUPIAO
1527,1580,1978,TXHLWHH,泰信互联网+混合,混合型,TAIXINHULIANWANGHUNHE
1528,1581,1979,NFHGSJZ,南方沪港深价值,混合型,NANFANGHUGANGSHENJIAZHI
1529,1582,1980,ZOLHQDHH,中欧量化驱动混合,混合型,ZHONGOULIANGHUAQUDONGHUNHE
1530,1583,1981,FGSYBJYXHBA,富国收益宝交易型货币A,货币型,FUGUOSHOUYIBAOJIAOYIXINGHUOBIA
1531,1584,1982,FGSYBJYXHBB,富国收益宝交易型货币B,货币型,FUGUOSHOUYIBAOJIAOYIXINGHUOBIB
1532,1585,1983,ZYDTPZHH,中邮低碳配置混合,混合型,ZHONGYOUDITANPEIZHIHUNHE
1534,1587,1985,FGDTXJJHH,富国低碳新经济混合,混合型,FUGUODITANXINJINGJIHUNHE
1535,1588,1986,QHKYRGZNZTHH,前海开源人工智能主题混合,混合型,QIANHAIKAIYUANRENGONGZHINENGZHUTIHUNHE
1536,1589,1987,DFJYBHB,东方金元宝货币,货币型,DONGFANGJINYUANBAOHUOBI
1537,1590,1988,NFCYA,南方纯元A,债券型,NANFANGCHUNYUANA
1538,1591,1989,NFCYC,南方纯元C,债券型,NANFANGCHUNYUANC
1539,1592,1990,ZOSJWJHHA,中欧数据挖掘混合A,混合型,ZHONGOUSHUJUWAJUEHUNHEA
1540,1593,1991,NYTTLHBA,农银天天利货币A,货币型,NONGYINTIANTIANLIHUOBIA
1541,1594,1992,NYTTLHBB,农银天天利货币B,货币型,NONGYINTIANTIANLIHUOBIB
1542,1595,1993,BSYTCZZQ,博时裕泰纯债债券,债券型,BOSHIYUTAICHUNZHAIZHAIQUAN
1544,1597,1997,GYXQSLHPZHHC,工银新趋势灵活配置混合C,混合型,GONGYINXINQUSHILINGHUOPEIZHIHUNHEC
1545,1598,1998,GYXJDHHC,工银新焦点混合C,混合型,GONGYINXINJIAODIANHUNHEC
1546,1599,2000,GYXSLHH,工银新生利混合,混合型,GONGYINXINSHENGLIHUNHE
1547,1600,2001,HXHBHHA,华夏回报混合A,混合型,HUAXIAHUIBAOHUNHEA
1548,1602,2003,GYXJYLHPZHHA,工银新机遇灵活配置混合A,混合型,GONGYINXINJIYULINGHUOPEIZHIHUNHEA
1549,1603,2004,GYXJYLHPZHHC,工银新机遇灵活配置混合C,混合型,GONGYINXINJIYULINGHUOPEIZHIHUNHEC
1550,1604,2005,GYXDLHH,工银新得利混合,混合型,GONGYINXINDELIHUNHE
1551,1605,2006,GYXDYHH,工银新得益混合,混合型,GONGYINXINDEYIHUNHE
1552,1606,2009,ZOJTLHPZHHA,中欧瑾通灵活配置混合A,混合型,ZHONGOUJINTONGLINGHUOPEIZHIHUNHEA
1553,1607,2010,ZOJTLHPZHHC,中欧瑾通灵活配置混合C,混合型,ZHONGOUJINTONGLINGHUOPEIZHIHUNHEC
1554,1608,2011,HXHLHH,华夏红利混合,混合型,HUAXIAHONGLIHUNHE
1555,1610,2015,NFRGA,南方荣光A,混合型,NANFANGRONGGUANGA
1556,1611,2016,NFRGC,南方荣光C,混合型,NANFANGRONGGUANGC
1557,1612,2017,ZSRFLHPZHHFQSC,招商瑞丰灵活配置混合发起式C,混合型,ZHAOSHANGRUIFENGLINGHUOPEIZHIHUNHEFAQISHIC
1558,1613,2018,PHHAHHA,鹏华弘安混合A,混合型,PENGHUAHONGANHUNHEA
1559,1614,2019,PHHAHHC,鹏华弘安混合C,混合型,PENGHUAHONGANHUNHEC
1560,1615,2020,GDCXQD,国都创新驱动,混合型,GUODUCHUANGXINQUDONG
1561,1616,2021,HXHBEHHH,华夏回报二号混合,混合型,HUAXIAHUIBAOERHAOHUNHE
1562,1617,2023,HTHTWJHBA,红塔红土稳健回报A,混合型,HONGTAHONGTUWENJIANHUIBAOA
1563,1618,2024,HTHTWJHBC,红塔红土稳健回报C,混合型,HONGTAHONGTUWENJIANHUIBAOC
1564,1619,2025,GFJSHHA,广发聚盛混合A,混合型,GUANGFAJUSHENGHUNHEA
1565,1620,2026,GFJSHHC,广发聚盛混合C,混合型,GUANGFAJUSHENGHUNHEC
1566,1621,2027,ZJXXHHA,中加心享混合A,混合型,ZHONGJIAXINXIANGHUNHEA
1567,1622,2028,JTTBLHPZHHC,九泰天宝灵活配置混合C,混合型,JIUTAITIANBAOLINGHUOPEIZHIHUNHEC
1568,1623,2029,AXDTCLHHC,安信动态策略混合C,混合型,ANXINDONGTAICELUEHUNHEC
1569,1624,2030,XCXXHHB,信诚新选混合B,混合型,XINCHENGXINXUANHUNHEB
1570,1625,2031,HXCLHH,华夏策略混合,混合型,HUAXIACELUEHUNHE
1571,1626,2035,AXPWZZHHFQC,安信平稳增长混合发起C,混合型,ANXINPINGWENZENGZHANGHUNHEFAQIC
1572,1627,2036,AXYSZZHHC,安信优势增长混合C,混合型,ANXINYOUSHIZENGZHANGHUNHEC
1573,1628,2043,TZYJQDHHC,天治研究驱动混合C,混合型,TIANZHIYANJIUQUDONGHUNHEC
1574,1629,2046,XCXRHHB,信诚新锐混合B,混合型,XINCHENGXINRUIHUNHEB
1576,1631,2049,RTXJYLHPZHH,融通新机遇灵活配置混合,混合型,RONGTONGXINJIYULINGHUOPEIZHIHUNHE
1577,1633,2051,NACXQDHHC,诺安创新驱动混合C,混合型,NUOANCHUANGXINQUDONGHUNHEC
1578,1634,2052,NAWJHBLHPZHHC,诺安稳健回报灵活配置混合C,混合型,NUOANWENJIANHUIBAOLINGHUOPEIZHIHUNHEC
1579,1635,2053,NAYSHYHHC,诺安优势行业混合C,混合型,NUOANYOUSHIHANGYEHUNHEC
1580,1636,2054,ZYXCFHHA,中银新财富混合A,混合型,ZHONGYINXINCAIFUHUNHEA
1581,1637,2055,GTXYLHPZHHC,国泰兴益灵活配置混合C,混合型,GUOTAIXINGYILINGHUOPEIZHIHUNHEC
1582,1638,2056,ZYXCFHHC,中银新财富混合C,混合型,ZHONGYINXINCAIFUHUNHEC
1583,1639,2057,ZYXJYHHA,中银新机遇混合A,混合型,ZHONGYINXINJIYUHUNHEA
1584,1640,2058,ZYXJYHHC,中银新机遇混合C,混合型,ZHONGYINXINJIYUHUNHEC
1585,1641,2059,GTNYLHPZHHC,国泰浓益灵活配置混合C,混合型,GUOTAINONGYILINGHUOPEIZHIHUNHEC
1586,1642,2060,DFXCLLHPZHHC,东方新策略灵活配置混合C,混合型,DONGFANGXINCELUELINGHUOPEIZHIHUNHEC
1587,1643,2061,GTAKDQZFHHC,国泰安康定期支付混合C,混合型,GUOTAIANKANGDINGQIZHIFUHUNHEC
1588,1644,2062,GTGCQDLHPZHHC,国泰国策驱动灵活配置混合C,混合型,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEC
1590,1646,2064,HFCYSJLHPZHH,华富产业升级灵活配置混合,混合型,HUAFUCHANYESHENGJILINGHUOPEIZHIHUNHE
1591,1647,2065,JSCCJSSXSYZQA,景顺长城景盛双息收益债券A,债券型,JINGSHUNCHANGCHENGJINGSHENGSHUANGXISHOUYIZHAIQUANA
1592,1648,2066,JSCCJSSXSYZQC,景顺长城景盛双息收益债券C,债券型,JINGSHUNCHANGCHENGJINGSHENGSHUANGXISHOUYIZHAIQUANC
1593,1649,2067,NAJXHBHH,诺安精选回报混合,混合型,NUOANJINGXUANHUIBAOHUNHE
1594,1650,2068,DFDCLLHPZHHC,东方多策略灵活配置混合C,混合型,DONGFANGDUOCELUELINGHUOPEIZHIHUNHEC
1595,1651,2071,CACYJXHHC,长安产业精选混合C,混合型,CHANGANCHANYEJINGXUANHUNHEC
1596,1652,2072,CAXLYXHHC,长安鑫利优选混合C,混合型,CHANGANXINLIYOUXUANHUNHEC
1597,1653,2073,YXYFXRA,圆信永丰兴融A,债券型,YUANXINYONGFENGXINGRONGA
1598,1654,2074,YXYFXRC,圆信永丰兴融C,债券型,YUANXINYONGFENGXINGRONGC
1599,1655,2075,GDRXHHC,光大睿鑫混合C,混合型,GUANGDARUIXINHUNHEC
1601,1657,2077,ZSRTLA,浙商日添利A,货币型,ZHESHANGRITIANLIA
1602,1658,2078,ZSRTLB,浙商日添利B,货币型,ZHESHANGRITIANLIB
1603,1659,2079,QHKYZGXQZCHHC,前海开源中国稀缺资产混合C,混合型,QIANHAIKAIYUANZHONGGUOXIQUEZICHANHUNHEC
1604,1660,2080,QHKYYDYLHHC,前海开源一带一路混合C,混合型,QIANHAIKAIYUANYIDAIYILUHUNHEC
1605,1661,2082,HTBRJLDLHHC,华泰柏瑞激励动力混合C,混合型,HUATAIBAIRUIJILIDONGLIHUNHEC
1606,1662,2083,XHXDLLHPZHHA,新华鑫动力灵活配置混合A,混合型,XINHUAXINDONGLILINGHUOPEIZHIHUNHEA
1607,1663,2084,XHXDLLHPZHHC,新华鑫动力灵活配置混合C,混合型,XINHUAXINDONGLILINGHUOPEIZHIHUNHEC
1608,1664,2085,CSHLWHH,长盛互联网+混合,混合型,CHANGSHENGHULIANWANGHUNHE
1609,1665,2086,DCJADRZQE,大成景安短融债券E,债券型,DACHENGJINGANDUANRONGZHAIQUANE
1610,1666,2087,GFXJYHHA,国富新机遇混合A,混合型,GUOFUXINJIYUHUNHEA
1611,1667,2088,GFXJYHHC,国富新机遇混合C,混合型,GUOFUXINJIYUHUNHEC
1612,1668,2091,HTBRXLHHC,华泰柏瑞新利混合C,混合型,HUATAIBAIRUIXINLIHUNHEC
1613,1669,2095,BSXSYA,博时新收益A,混合型,BOSHIXINSHOUYIA
1614,1670,2096,BSXSYC,博时新收益C,混合型,BOSHIXINSHOUYIC
1615,1671,2101,CJHXZZJXZQA,创金合信转债精选债券A,债券型,CHUANGJINHEXINZHUANZHAIJINGXUANZHAIQUANA
1616,1672,2102,CJHXZZJXZQC,创金合信转债精选债券C,债券型,CHUANGJINHEXINZHUANZHAIJINGXUANZHAIQUANC
1617,1673,2103,ZSKTLHPZHH,招商康泰灵活配置混合,混合型,ZHAOSHANGKANGTAILINGHUOPEIZHIHUNHE
1618,1674,2106,DBFXLHPZHHC,德邦福鑫灵活配置混合C,混合型,DEBANGFUXINLINGHUOPEIZHIHUNHEC
1620,1676,2111,HBXQDHH,华宝新起点混合,混合型,HUABAOXINQIDIANHUNHE
1621,1677,2112,DBXXJZLHPZHHC,德邦鑫星价值灵活配置混合C,混合型,DEBANGXINXINGJIAZHILINGHUOPEIZHIHUNHEC
1622,1678,2116,GFAXHHA,广发安享混合A,混合型,GUANGFAANXIANGHUNHEA
1623,1679,2117,GFAXHHC,广发安享混合C,混合型,GUANGFAANXIANGHUNHEC
1624,1680,2118,GFAYHHA,广发安盈混合A,混合型,GUANGFAANYINGHUNHEA
1625,1681,2119,GFAYHHC,广发安盈混合C,混合型,GUANGFAANYINGHUNHEC
1626,1682,2120,GFAYHH,广发安悦混合,混合型,GUANGFAANYUEHUNHE
1627,1683,2121,GFHGSXQDGP,广发沪港深新起点股票,股票型,GUANGFAHUGANGSHENXINQIDIANGUPIAO
1628,1684,2123,BXRFWYZZ,北信瑞丰外延增长,混合型,BEIXINRUIFENGWAIYANZENGZHANG
1629,1685,2124,GFXXCYHH,广发新兴产业混合,混合型,GUANGFAXINXINGCHANYEHUNHE
1630,1686,2125,GFXXCZHH,广发新兴成长混合,混合型,GUANGFAXINXINGCHENGZHANGHUNHE
1632,1688,2132,GFXXHH,广发鑫享混合,混合型,GUANGFAXINXIANGHUNHE
1633,1689,2133,GFXYHH,广发鑫益混合,混合型,GUANGFAXINYIHUNHE
1634,1691,2135,GFXYHHA,广发鑫源混合A,混合型,GUANGFAXINYUANHUNHEA
1635,1692,2136,GFXYHHC,广发鑫源混合C,混合型,GUANGFAXINYUANHUNHEC
1636,1693,2137,NALXLHPZHH,诺安利鑫灵活配置混合,混合型,NUOANLIXINLINGHUOPEIZHIHUNHE
1637,1694,2138,HDYTZQA,泓德裕泰债券A,债券型,HONGDEYUTAIZHAIQUANA
1638,1695,2139,HDYTZQC,泓德裕泰债券C,债券型,HONGDEYUTAIZHAIQUANC
1639,1696,2140,BSYCCZZQ,博时裕诚纯债债券,债券型,BOSHIYUCHENGCHUNZHAIZHAIQUAN
1640,1697,2141,JXXFHBLHPZHHC,建信鑫丰回报灵活配置混合C,混合型,JIANXINXINFENGHUIBAOLINGHUOPEIZHIHUNHEC
1641,1698,2142,BSWYZZZTLHPZHH,博时外延增长主题灵活配置混合,混合型,BOSHIWAIYANZENGZHANGZHUTILINGHUOPEIZHIHUNHE
1643,1700,2144,HAXYXLHPZHHC,华安新优选灵活配置混合C,混合型,HUAANXINYOUXUANLINGHUOPEIZHIHUNHEC
1644,1701,2145,NAJXLHPZHH,诺安景鑫灵活配置混合,混合型,NUOANJINGXINLINGHUOPEIZHIHUNHE
1645,1702,2146,CAXYZQHHA,长安鑫益增强混合A,混合型,CHANGANXINYIZENGQIANGHUNHEA
1646,1703,2147,CAXYZQHHC,长安鑫益增强混合C,混合型,CHANGANXINYIZENGQIANGHUNHEC
1647,1704,2148,GSABWHHH,国寿安保稳惠混合,混合型,GUOSHOUANBAOWENHUIHUNHE
1648,1705,2149,JSXYXHH,嘉实新优选混合,混合型,JIASHIXINYOUXUANHUNHE
1649,1706,2152,HBHXYSHH,华宝核心优势混合,混合型,HUABAOHEXINYOUSHIHUNHE
1650,1707,2155,GJXRLHPZHH,国金鑫瑞灵活配置混合,混合型,GUOJINXINRUILINGHUOPEIZHIHUNHE
1651,1708,2156,CSSSHHA,长盛盛世混合A,混合型,CHANGSHENGSHENGSHIHUNHEA
1652,1709,2157,CSSSHHC,长盛盛世混合C,混合型,CHANGSHENGSHENGSHIHUNHEC
1653,1710,2158,HTFAXZXHHC,汇添富安鑫智选混合C,混合型,HUITIANFUANXINZHIXUANHUNHEC
1654,1711,2159,DWGQGG,东吴国企改革,混合型,DONGWUGUOQIGAIGE
1655,1712,2160,NFQDHH,南方驱动混合,混合型,NANFANGQUDONGHUNHE
1656,1713,2161,YHWWHLLHPZHH,银华万物互联灵活配置混合,混合型,YINHUAWANWUHULIANLINGHUOPEIZHIHUNHE
1657,1714,2162,DFXJZHHC,东方新价值混合C,混合型,DONGFANGXINJIAZHIHUNHEC
1658,1715,2163,DFHXLHPZHHC,东方惠新灵活配置混合C,混合型,DONGFANGHUIXINLINGHUOPEIZHIHUNHEC
1659,1716,2164,HTFXRJXHHC,汇添富新睿精选混合C,混合型,HUITIANFUXINRUIJINGXUANHUNHEC
1660,1717,2165,HTFDXHHC,汇添富达欣混合C,混合型,HUITIANFUDAXINHUNHEC
1661,1718,2166,HXYFHHC,华夏永福混合C,混合型,HUAXIAYONGFUHUNHEC
1662,1719,2167,NFSKHH,南方顺康混合,混合型,NANFANGSHUNKANGHUNHE
1663,1720,2168,JSZNQCGP,嘉实智能汽车股票,股票型,JIASHIZHINENGQICHEGUPIAO
1664,1721,2169,YYWYZQ,永赢稳益债券,债券型,YONGYINGWENYIZHAIQUAN
1665,1722,2170,DWYDHLC,东吴移动互联C,混合型,DONGWUYIDONGHULIANC
1666,1723,2172,HFTXNXHHC,海富通新内需混合C,混合型,HAIFUTONGXINNEIXUHUNHEC
1667,1724,2173,DFDJKHH,东方大健康混合,混合型,DONGFANGDAJIANKANGHUNHE
1668,1725,2174,DFHLWJHH,东方互联网嘉混合,混合型,DONGFANGHULIANWANGJIAHUNHE
1669,1726,2175,BSYQCZA,博时裕乾纯债A,债券型,BOSHIYUQIANCHUNZHAIA
1670,1727,2177,XCXZB,信诚新泽B,混合型,XINCHENGXINZEB
1671,1728,2178,JSXQDHHC,嘉实新起点混合C,混合型,JIASHIXINQIDIANHUNHEC
1672,1729,2179,HASJQDLHCLHH,华安事件驱动量化策略混合,混合型,HUAANSHIJIANQUDONGLIANGHUACELUEHUNHE
1673,1730,2180,ZYYDHLLHPZHH,中银移动互联灵活配置混合,混合型,ZHONGYINYIDONGHULIANLINGHUOPEIZHIHUNHE
1674,1731,2181,HADAQHH,华安大安全混合,混合型,HUAANDAANQUANHUNHE
1675,1732,2182,DXLHCFHH,东兴蓝海财富混合,混合型,DONGXINGLANHAICAIFUHUNHE
1676,1733,2183,GFTTHHBB,广发天天红货币B,货币型,GUANGFATIANTIANHONGHUOBIB
1677,1734,2184,HDHLHBA,泓德泓利货币A,货币型,HONGDEHONGLIHUOBIA
1678,1735,2185,HDHLHBB,泓德泓利货币B,货币型,HONGDEHONGLIHUOBIB
1679,1736,2186,GLAXXLHPZHHC,国联安鑫享灵活配置混合C,混合型,GUOLIANANXINXIANGLINGHUOPEIZHIHUNHEC
1680,1737,2188,PHFHZQ,鹏华丰华债券,债券型,PENGHUAFENGHUAZHAIQUAN
1681,1738,2189,NYHLGQGGHH,农银汇理国企改革混合,混合型,NONGYINHUILIGUOQIGAIGEHUNHE
1682,1739,2190,NYXNYZT,农银新能源主题,混合型,NONGYINXINNENGYUANZHUTI
1683,1740,2191,NYWLWHH,农银物联网混合,混合型,NONGYINWULIANWANGHUNHE
1684,1741,2192,DFDXLHPZHHC,东方鼎新灵活配置混合C,混合型,DONGFANGDINGXINLINGHUOPEIZHIHUNHEC
1685,1742,2194,BXRFWDZQ,北信瑞丰稳定增强,混合型,BEIXINRUIFENGWENDINGZENGQIANG
1686,1743,2195,ZYJGXJGLHB,中银机构现金管理货币,货币型,ZHONGYINJIGOUXIANJINGUANLIHUOBI
1687,1744,2196,JYJSLXLHPZHHC,金鹰技术领先灵活配置混合C,混合型,JINYINGJISHULINGXIANLINGHUOPEIZHIHUNHEC
1688,1745,2197,GTXCLJZHH,国泰鑫策略价值混合,混合型,GUOTAIXINCELUEJIAZHIHUNHE
1689,1746,2198,BSYDCZZQ,博时裕达纯债债券,债券型,BOSHIYUDACHUNZHAIZHAIQUAN
1691,1748,2200,DCHCHBA,大成慧成货币A,货币型,DACHENGHUICHENGHUOBIA
1692,1749,2201,DCHCHBB,大成慧成货币B,货币型,DACHENGHUICHENGHUOBIB
1693,1750,2202,DCHCHBE,大成慧成货币E,货币型,DACHENGHUICHENGHUOBIE
1694,1751,2206,BSYKCZZQ,博时裕康纯债债券,债券型,BOSHIYUKANGCHUNZHAIZHAIQUAN
1695,1752,2207,QHKYJYZBHHC,前海开源金银珠宝混合C,混合型,QIANHAIKAIYUANJINYINZHUBAOHUNHEC
1696,1753,2210,CJHXLHDYZGPA,创金合信量化多因子股票A,股票型,CHUANGJINHEXINLIANGHUADUOYINZIGUPIAOA
1697,1754,2211,JSXCFHH,嘉实新财富混合,混合型,JIASHIXINCAIFUHUNHE
1698,1755,2212,JSXQHHH,嘉实新起航混合,混合型,JIASHIXINQIHANGHUNHE
1699,1756,2213,ZHSXLHPZHH,中海顺鑫灵活配置混合,混合型,ZHONGHAISHUNXINLINGHUOPEIZHIHUNHE
1700,1757,2214,ZHHGSJZYXHH,中海沪港深价值优选混合,混合型,ZHONGHAIHUGANGSHENJIAZHIYOUXUANHUNHE
1701,1758,2216,YFDLHCLA,易方达量化策略A,混合型,YIFANGDALIANGHUACELUEA
1702,1759,2217,YFDLHCLC,易方达量化策略C,混合型,YIFANGDALIANGHUACELUEC
1705,1762,2220,NFRLLHPZHH,南方瑞利灵活配置混合,混合型,NANFANGRUILILINGHUOPEIZHIHUNHE
1706,1763,2222,JSXQSHH,嘉实新趋势混合,混合型,JIASHIXINQUSHIHUNHE
1707,1764,2224,ZYJDSYCLDQKFHH,中邮绝对收益策略定期开放混合,混合型,ZHONGYOUJUEDUISHOUYICELUEDINGQIKAIFANGHUNHE
1708,1765,2227,CCXYXHHA,长城新优选混合A,混合型,CHANGCHENGXINYOUXUANHUNHEA
1709,1766,2228,CCXYXHHC,长城新优选混合C,混合型,CHANGCHENGXINYOUXUANHUNHEC
1710,1767,2229,HXJJZXGP,华夏经济转型股票,股票型,HUAXIAJINGJIZHUANXINGGUPIAO
1712,1769,2231,HXXQSHHA,华夏新趋势混合A,混合型,HUAXIAXINQUSHIHUNHEA
1713,1770,2232,HXXQSHHC,华夏新趋势混合C,混合型,HUAXIAXINQUSHIHUNHEC
1714,1771,2233,GYFSHBLHPZHHC,工银丰收回报灵活配置混合C,混合型,GONGYINFENGSHOUHUIBAOLINGHUOPEIZHIHUNHEC
1715,1772,2234,TXTTSYHBB,泰信天天收益货币B,货币型,TAIXINTIANTIANSHOUYIHUOBIB
