,Unnamed: 0,FundCode,Sim1,name,type,Sim2
5774,6011,7422,ZJHYHHC,中金衡盈混合C,混合型,ZHONGJINHENGYINGHUNHEC
5776,6013,7426,ZSHJJYZDZA,浙商汇金聚盈中短债A,债券型,ZHESHANGHUIJINJUYINGZHONGDUANZHAIA
5777,6014,7427,YYKLZQ,永赢凯利债券,债券型,YONGYINGKAILIZHAIQUAN
5782,6019,7433,XYHFZCXJRZ,兴银合丰政策性金融债,债券型,XINGYINHEFENGZHENGCEXINGJINRONGZHAI
5783,6020,7435,HBBYZQ,华宝宝怡债券,债券型,HUABAOBAOYIZHAIQUAN
5784,6021,7439,DHKJDLA,东海科技动力A,混合型,DONGHAIKEJIDONGLIA
5786,6025,7443,ZSHJJYZDZC,浙商汇金聚盈中短债C,债券型,ZHESHANGHUIJINJUYINGZHONGDUANZHAIC
5787,6026,7446,ZOZQHBZQLOFC,中欧增强回报债券(LOF)C,债券型,ZHONGOUZENGQIANGHUIBAOZHAIQUANLOFC
5788,6027,7447,PAHTCZ,平安惠泰纯债,债券型,PINGANHUITAICHUNZHAI
5790,6029,7449,XQDWJZHHA,兴全多维价值混合A,混合型,XINGQUANDUOWEIJIAZHIHUNHEA
5791,6030,7450,XQDWJZHHC,兴全多维价值混合C,混合型,XINGQUANDUOWEIJIAZHIHUNHEC
5794,6033,7454,MSJYJYZQ,民生加银嘉盈债券,债券型,MINSHENGJIAYINJIAYINGZHAIQUAN
5796,6035,7456,HTF90TDZA,汇添富90天短债A,债券型,HUITIANFU90TIANDUANZHAIA
5797,6036,7457,HTF90TDZB,汇添富90天短债B,债券型,HUITIANFU90TIANDUANZHAIB
5798,6037,7458,HTF90TDZC,汇添富90天短债C,债券型,HUITIANFU90TIANDUANZHAIC
5799,6038,7460,HACZCXHH,华安成长创新混合,混合型,HUAANCHENGZHANGCHUANGXINHUNHE
5800,6039,7461,DBRHZQA,德邦锐泓债券A,债券型,DEBANGRUIHONGZHAIQUANA
5801,6040,7462,DBRHZQC,德邦锐泓债券C,债券型,DEBANGRUIHONGZHAIQUANC
5802,6041,7463,DHKJDLC,东海科技动力C,混合型,DONGHAIKEJIDONGLIC
5805,6044,7470,BDSBZHGPA,博道叁佰智航股票A,股票型,BODAOSANBAIZHIHANGGUPIAOA
5806,6045,7471,BDSBZHGPC,博道叁佰智航股票C,股票型,BODAOSANBAIZHIHANGGUPIAOC
5813,6052,7484,XDAYHXKJHH,信达澳银核心科技混合,混合型,XINDAAOYINHEXINKEJIHUNHE
5818,6057,7490,NFXXCXHHA,南方信息创新混合A,混合型,NANFANGXINXICHUANGXINHUNHEA
5819,6058,7491,NFXXCXHHC,南方信息创新混合C,混合型,NANFANGXINXICHUANGXINHUNHEC
5820,6059,7493,ZQCYZXHHA,朱雀产业臻选混合A,混合型,ZHUQUECHANYEZHENXUANHUNHEA
5821,6060,7494,ZQCYZXHHC,朱雀产业臻选混合C,混合型,ZHUQUECHANYEZHENXUANHUNHEC
5824,6063,7497,ZGJZLDLHPZHH,中庚价值灵动灵活配置混合,混合型,ZHONGGENGJIAZHILINGDONGLINGHUOPEIZHIHUNHE
5826,6066,7501,WJKC3NFBHHC,万家科创3年封闭混合C,混合型,WANJIAKECHUANG3NIANFENGBIHUNHEC
5827,6067,7502,QHKYYHHHC,前海开源裕和混合C,混合型,QIANHAIKAIYUANYUHEHUNHEC
5828,6068,7503,STMGRLCZA,上投摩根瑞利纯债A,债券型,SHANGTOUMOGENRUILICHUNZHAIA
5829,6069,7504,STMGRLCZC,上投摩根瑞利纯债C,债券型,SHANGTOUMOGENRUILICHUNZHAIC
5834,6074,7509,HSRFLHPZHHC,华商润丰灵活配置混合C,混合型,HUASHANGRUNFENGLINGHUOPEIZHIHUNHEC
5835,6075,7510,NFTYZQA,南方泰元债券A,债券型,NANFANGTAIYUANZHAIQUANA
5836,6076,7511,NFTYZQC,南方泰元债券C,债券型,NANFANGTAIYUANZHAIQUANC
5837,6077,7512,GYHGSGPC,工银沪港深股票C,股票型,GONGYINHUGANGSHENGUPIAOC
5839,6079,7514,DCJYPWSYHHC,大成景益平稳收益混合C,混合型,DACHENGJINGYIPINGWENSHOUYIHUNHEC
5841,6081,7518,DFAEFYXHHA,东方阿尔法优选混合A,混合型,DONGFANGAERFAYOUXUANHUNHEA
5842,6082,7519,DFAEFYXHHC,东方阿尔法优选混合C,混合型,DONGFANGAERFAYOUXUANHUNHEC
5843,6083,7520,FADFLCZ,富安达富利纯债,债券型,FUANDAFULICHUNZHAI
5844,6084,7521,NFRTYF,南方日添益F,货币型,NANFANGRITIANYIF
5845,6085,7522,NFLCJJYXHBE,南方理财金交易型货币E,货币型,NANFANGLICAIJINJIAOYIXINGHUOBIE
5846,6086,7523,HTFNXZZGPA,汇添富内需增长股票A,股票型,HUITIANFUNEIXUZENGZHANGGUPIAOA
5847,6087,7524,HTFNXZZGPC,汇添富内需增长股票C,股票型,HUITIANFUNEIXUZENGZHANGGUPIAOC
5850,6090,7527,RTLHDCLHHA,融通量化多策略混合A,混合型,RONGTONGLIANGHUADUOCELUEHUNHEA
5851,6091,7528,RTLHDCLHHC,融通量化多策略混合C,混合型,RONGTONGLIANGHUADUOCELUEHUNHEC
5853,6093,7533,GLCXCZHHA,格林创新成长混合A,混合型,GELINCHUANGXINCHENGZHANGHUNHEA
5854,6094,7534,GLCXCZHHC,格林创新成长混合C,混合型,GELINCHUANGXINCHENGZHANGHUNHEC
5856,6096,7536,BSFLCZZQ,博时富乐纯债债券,债券型,BOSHIFULECHUNZHAIZHAIQUAN
5857,6097,7537,JSCCJTYLCZ,景顺长城景泰盈利纯债,债券型,JINGSHUNCHANGCHENGJINGTAIYINGLICHUNZHAI
5860,6100,7540,HTBXAYZQ,华泰保兴安悦债券,债券型,HUATAIBAOXINGANYUEZHAIQUAN
5862,6102,7542,YYKTZGDJZDZA,永赢开泰中高等级中短债A,债券型,YONGYINGKAITAIZHONGGAODENGJIZHONGDUANZHAIA
5863,6103,7543,YYKTZGDJZDZC,永赢开泰中高等级中短债C,债券型,YONGYINGKAITAIZHONGGAODENGJIZHONGDUANZHAIC
5866,6106,7548,YFDESGZRTZGP,易方达ESG责任投资股票,股票型,YIFANGDAESGZERENTOUZIGUPIAO
5867,6107,7550,DXWLJZHHC,东兴未来价值混合C,混合型,DONGXINGWEILAIJIAZHIHUNHEC
5869,6110,7553,ZXJTYGHHC,中信建投医改混合C,混合型,ZHONGXINJIANTOUYIGAIHUNHEC
5873,6117,7569,NFAFHHC,南方安福混合C,混合型,NANFANGANFUHUNHEC
5874,6118,7570,FZFBHLJXHHC,方正富邦红利精选混合C,混合型,FANGZHENGFUBANGHONGLIJINGXUANHUNHEC
5876,6120,7572,ZJMFCZ,中加民丰纯债,债券型,ZHONGJIAMINFENGCHUNZHAI
5877,6121,7574,BYXJZHHC,宝盈新价值混合C,混合型,BAOYINGXINJIAZHIHUNHEC
5878,6122,7575,BYXTHHC,宝盈祥泰混合C,混合型,BAOYINGXIANGTAIHUNHEC
5880,6124,7577,BYXRHHC,宝盈祥瑞混合C,混合型,BAOYINGXIANGRUIHUNHEC
5881,6126,7579,BYXJZZHHC,宝盈先进制造混合C,混合型,BAOYINGXIANJINZHIZAOHUNHEC
5883,6128,7581,BYHLSYLHPZHHC,宝盈鸿利收益灵活配置混合C,混合型,BAOYINGHONGLISHOUYILINGHUOPEIZHIHUNHEC
5884,6129,7582,ZTQYZDZA,中泰青月中短债A,债券型,ZHONGTAIQINGYUEZHONGDUANZHAIA
5885,6130,7583,ZTQYZDZC,中泰青月中短债C,债券型,ZHONGTAIQINGYUEZHONGDUANZHAIC
5886,6132,7586,HTBXDCL,华泰保兴多策略,股票型,HUATAIBAOXINGDUOCELUE
5888,6134,7590,HBLSLXGP,华宝绿色领先股票,股票型,HUABAOLVSELINGXIANGUPIAO
5892,6138,7601,RBLJCZA,人保利璟纯债A,债券型,RENBAOLIJINGCHUNZHAIA
5893,6139,7602,RBLJCZC,人保利璟纯债C,债券型,RENBAOLIJINGCHUNZHAIC
5894,6140,7603,JSCCZDZA,景顺长城中短债A,债券型,JINGSHUNCHANGCHENGZHONGDUANZHAIA
5895,6141,7604,JSCCZDZC,景顺长城中短债C,债券型,JINGSHUNCHANGCHENGZHONGDUANZHAIC
5896,6142,7609,HAJCYNFBZQA,汇安嘉诚一年封闭债券A,债券型,HUIANJIACHENGYINIANFENGBIZHAIQUANA
5897,6143,7610,HAJCYNFBZQC,汇安嘉诚一年封闭债券C,债券型,HUIANJIACHENGYINIANFENGBIZHAIQUANC
5898,6144,7613,JHYLJKHH,嘉合医疗健康混合,混合型,JIAHEYILIAOJIANKANGHUNHE
5899,6145,7614,DBMYJQLHJRGPA,德邦民裕进取量化精锐股票A,股票型,DEBANGMINYUJINQULIANGHUAJINGRUIGUPIAOA
5900,6146,7615,DBMYJQLHJRGPC,德邦民裕进取量化精锐股票C,股票型,DEBANGMINYUJINQULIANGHUAJINGRUIGUPIAOC
5901,6147,7616,FGTZJXYZZQXA,富国投资级信用债债券型A,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGA
5902,6148,7617,FGTZJXYZZQXC,富国投资级信用债债券型C,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGC
5903,6149,7618,FGTZJXYZZQXD,富国投资级信用债债券型D,债券型,FUGUOTOUZIJIXINYONGZHAIZHAIQUANXINGD
5912,6158,7632,HRYDAXLHPZHHC,华润元大安鑫灵活配置混合C,混合型,HUARUNYUANDAANXINLINGHUOPEIZHIHUNHEC
5913,6159,7633,RBXXDZA,人保鑫享短债A,债券型,RENBAOXINXIANGDUANZHAIA
5914,6160,7634,RBXXDZC,人保鑫享短债C,债券型,RENBAOXINXIANGDUANZHAIC
5915,6161,7637,XYXRXDZC,兴银鑫日享短债C,债券型,XINGYINXINRIXIANGDUANZHAIC
5916,6162,7639,HTF3NFBJZYSHH,汇添富3年封闭竞争优势混合,混合型,HUITIANFU3NIANFENGBIJINGZHENGYOUSHIHUNHE
5917,6163,7640,TDHLYLZQ,泰达宏利永利债券,债券型,TAIDAHONGLIYONGLIZHAIQUAN
5920,6166,7644,HBBRZQ,华宝宝润债券,债券型,HUABAOBAORUNZHAIQUAN
5930,6177,7669,TPRYHHC,太平睿盈混合C,混合型,TAIPINGRUIYINGHUNHEC
5931,6178,7670,JSSYYHJXZQ,嘉实商业银行精选债券,债券型,JIASHISHANGYEYINHANGJINGXUANZHAIQUAN
5934,6181,7676,FCTHCZA,蜂巢添汇纯债A,债券型,FENGCHAOTIANHUICHUNZHAIA
5935,6182,7677,FCTHCZC,蜂巢添汇纯债C,债券型,FENGCHAOTIANHUICHUNZHAIC
5936,6183,7678,TDHLPPHHA,泰达宏利品牌混合A,混合型,TAIDAHONGLIPINPAIHUNHEA
5937,6184,7679,TDHLPPHHC,泰达宏利品牌混合C,混合型,TAIDAHONGLIPINPAIHUNHEC
5940,6188,7686,DFJZWJLHPZHHC,东方价值挖掘灵活配置混合C,混合型,DONGFANGJIAZHIWAJUELINGHUOPEIZHIHUNHEC
5941,6189,7687,DFCZSYLHPZHHC,东方成长收益灵活配置混合C,混合型,DONGFANGCHENGZHANGSHOUYILINGHUOPEIZHIHUNHEC
5942,6190,7696,JSRXHB,嘉实融享货币,货币型,JIASHIRONGXIANGHUOBI
5943,6191,7697,ZJHYZQZQA,中金衡益增强债券A,债券型,ZHONGJINHENGYIZENGQIANGZHAIQUANA
5944,6192,7698,ZJHYZQZQC,中金衡益增强债券C,债券型,ZHONGJINHENGYIZENGQIANGZHAIQUANC
5947,6195,7703,WJXSCZA,万家鑫盛纯债A,债券型,WANJIAXINSHENGCHUNZHAIA
5948,6196,7704,WJXSCZC,万家鑫盛纯债C,债券型,WANJIAXINSHENGCHUNZHAIC
5949,6197,7708,ZYRFFDJZXHBA,中银瑞福浮动净值型货币A,货币型,ZHONGYINRUIFUFUDONGJINGZHIXINGHUOBIA
5950,6198,7709,ZYRFFDJZXHBC,中银瑞福浮动净值型货币C,货币型,ZHONGYINRUIFUFUDONGJINGZHIXINGHUOBIC
5952,6200,7714,NFHYLLZZQA,南方贺元利率债债券A,债券型,NANFANGHEYUANLILVZHAIZHAIQUANA
5953,6201,7715,NFHYLLZZQC,南方贺元利率债债券C,债券型,NANFANGHEYUANLILVZHAIZHAIQUANC
5954,6202,7717,GYZXDZZQF,工银尊享短债债券F,债券型,GONGYINZUNXIANGDUANZHAIZHAIQUANF
5955,6203,7725,ZSRWHHA,招商瑞文混合A,混合型,ZHAOSHANGRUIWENHUNHEA
5956,6204,7726,ZSRWHHC,招商瑞文混合C,混合型,ZHAOSHANGRUIWENHUNHEC
5959,6207,7730,PAJGJHBC,平安金管家货币C,货币型,PINGANJINGUANJIAHUOBIC
5960,6208,7731,MSJYCXCZHHA,民生加银持续成长混合A,混合型,MINSHENGJIAYINCHIXUCHENGZHANGHUNHEA
5961,6209,7732,MSJYCXCZHHC,民生加银持续成长混合C,混合型,MINSHENGJIAYINCHIXUCHENGZHANGHUNHEC
5962,6210,7733,NFZRHHA,南方智锐混合A,混合型,NANFANGZHIRUIHUNHEA
5963,6211,7734,NFZRHHC,南方智锐混合C,混合型,NANFANGZHIRUIHUNHEC
5964,6212,7735,JYMAHBDKC,金鹰民安回报定开C,混合型,JINYINGMINANHUIBAODINGKAIC
5967,6215,7740,THXYZQA,天弘信益债券A,债券型,TIANHONGXINYIZHAIQUANA
5968,6216,7741,THXYZQC,天弘信益债券C,债券型,TIANHONGXINYIZHAIQUANC
5969,6217,7746,HAXJRL,华安现金润利,货币型,HUAANXIANJINRUNLI
5971,6219,7749,MSJYPCHHC,民生加银鹏程混合C,混合型,MINSHENGJIAYINPENGCHENGHUNHEC
5973,6221,7752,ZYZLZQA,中银招利债券A,债券型,ZHONGYINZHAOLIZHAIQUANA
5974,6222,7753,ZYZLZQC,中银招利债券C,债券型,ZHONGYINZHAOLIZHAIQUANC
5986,6234,7770,TTKTHHA,同泰开泰混合A,混合型,TONGTAIKAITAIHUNHEA
5987,6235,7771,TTKTHHC,同泰开泰混合C,混合型,TONGTAIKAITAIHUNHEC
5989,6237,7777,ZYYJJXHH,中邮研究精选混合,混合型,ZHONGYOUYANJIUJINGXUANHUNHE
5992,6240,7781,THHXHHFQS,天弘弘新混合发起式,混合型,TIANHONGHONGXINHUNHEFAQISHI
6000,6248,7805,HBFDJZHB,华宝浮动净值货币,货币型,HUABAOFUDONGJINGZHIHUOBI
6001,6249,7808,BXRFLHYXLHPZ,北信瑞丰量化优选灵活配置,混合型,BEIXINRUIFENGLIANGHUAYOUXUANLINGHUOPEIZHI
6002,6250,7811,CHXZHHA,淳厚信泽混合A,混合型,CHUNHOUXINZEHUNHEA
6003,6251,7812,CHXZHHC,淳厚信泽混合C,混合型,CHUNHOUXINZEHUNHEC
6004,6252,7821,HTZJFLZDZFQA,华泰紫金丰利中短债发起A,债券型,HUATAIZIJINFENGLIZHONGDUANZHAIFAQIA
6005,6253,7822,HTZJFLZDZFQC,华泰紫金丰利中短债发起C,债券型,HUATAIZIJINFENGLIZHONGDUANZHAIFAQIC
6006,6254,7823,THHZDZA,天弘弘择短债A,债券型,TIANHONGHONGZEDUANZHAIA
6007,6255,7824,THHZDZC,天弘弘择短债C,债券型,TIANHONGHONGZEDUANZHAIC
6008,6258,7831,BDWBZHGPA,博道伍佰智航股票A,股票型,BODAOWUBAIZHIHANGGUPIAOA
6009,6259,7832,BDWBZHGPC,博道伍佰智航股票C,股票型,BODAOWUBAIZHIHANGGUPIAOC
6011,6261,7850,FZFBTRHHA,方正富邦天睿混合A,混合型,FANGZHENGFUBANGTIANRUIHUNHEA
6012,6262,7851,FZFBTRHHC,方正富邦天睿混合C,混合型,FANGZHENGFUBANGTIANRUIHUNHEC
6013,6263,7858,PHFDJZXFQSHB,鹏华浮动净值型发起式货币,货币型,PENGHUAFUDONGJINGZHIXINGFAQISHIHUOBI
6014,6264,7859,PA510NQZCXJRZA,平安5-10年期政策性金融债A,债券型,PINGAN510NIANQIZHENGCEXINGJINRONGZHAIA
6015,6265,7860,PA510NQZCXJRZC,平安5-10年期政策性金融债C,债券型,PINGAN510NIANQIZHENGCEXINGJINRONGZHAIC
6016,6266,7866,CJHXHBC,创金合信货币C,货币型,CHUANGJINHEXINHUOBIC
6021,6271,20001,GTJYZZHH,国泰金鹰增长混合,混合型,GUOTAIJINYINGZENGZHANGHUNHE
6022,6272,20002,GTJLZQA,国泰金龙债券A,债券型,GUOTAIJINLONGZHAIQUANA
6023,6273,20003,GTJLHYHH,国泰金龙行业混合,混合型,GUOTAIJINLONGHANGYEHUNHE
6024,6274,20005,GTJMWJHH,国泰金马稳健混合,混合型,GUOTAIJINMAWENJIANHUNHE
6025,6275,20007,GTHB,国泰货币,货币型,GUOTAIHUOBI
6026,6276,20009,GTJPLCHH,国泰金鹏蓝筹混合,混合型,GUOTAIJINPENGLANCHOUHUNHE
6027,6277,20010,GTJNCXCZHH,国泰金牛创新成长混合,混合型,GUOTAIJINNIUCHUANGXINCHENGZHANGHUNHE
6029,6279,20012,GTJLZQC,国泰金龙债券C,债券型,GUOTAIJINLONGZHAIQUANC
6030,6280,20015,GTQWYSHH,国泰区位优势混合,混合型,GUOTAIQUWEIYOUSHIHUNHE
6031,6281,20018,GTJLHH,国泰金鹿混合,混合型,GUOTAIJINLUHUNHE
6032,6282,20019,GTSLZQA,国泰双利债券A,债券型,GUOTAISHUANGLIZHAIQUANA
6033,6283,20020,GTSLZQC,国泰双利债券C,债券型,GUOTAISHUANGLIZHAIQUANC
6035,6285,20022,GTCLJZLHPZHH,国泰策略价值灵活配置混合,混合型,GUOTAICELUEJIAZHILINGHUOPEIZHIHUNHE
6036,6286,20023,GTSJQDCLHH,国泰事件驱动策略混合,混合型,GUOTAISHIJIANQUDONGCELUEHUNHE
6037,6287,20026,GTCZYXHH,国泰成长优选混合,混合型,GUOTAICHENGZHANGYOUXUANHUNHE
6038,6288,20031,GTXJGLHBA,国泰现金管理货币A,货币型,GUOTAIXIANJINGUANLIHUOBIA
6039,6289,20032,GTXJGLHBB,国泰现金管理货币B,货币型,GUOTAIXIANJINGUANLIHUOBIB
6040,6290,20033,GTMAZLZQA,国泰民安增利债券A,债券型,GUOTAIMINANZENGLIZHAIQUANA
6041,6291,20034,GTMAZLZQC,国泰民安增利债券C,债券型,GUOTAIMINANZENGLIZHAIQUANC
6042,6292,40001,HACXHH,华安创新混合,混合型,HUAANCHUANGXINHUNHE
6044,6294,40003,HAXJFLHBA,华安现金富利货币A,货币型,HUAANXIANJINFULIHUOBIA
6045,6295,40004,HABLPZHH,华安宝利配置混合,混合型,HUAANBAOLIPEIZHIHUNHE
6046,6296,40005,HAHLHH,华安宏利混合,混合型,HUAANHONGLIHUNHE
6047,6297,40007,HAZXPCZHH,华安中小盘成长混合,混合型,HUAANZHONGXIAOPANCHENGZHANGHUNHE
6048,6298,40008,HACLYXHH,华安策略优选混合,混合型,HUAANCELUEYOUXUANHUNHE
6049,6299,40009,HAWDSYZQA,华安稳定收益债券A,债券型,HUAANWENDINGSHOUYIZHAIQUANA
6050,6300,40010,HAWDSYZQB,华安稳定收益债券B,债券型,HUAANWENDINGSHOUYIZHAIQUANB
6051,6301,40011,HAHXYXHH,华安核心优选混合,混合型,HUAANHEXINYOUXUANHUNHE
6052,6302,40012,HAQHSYZQA,华安强化收益债券A,债券型,HUAANQIANGHUASHOUYIZHAIQUANA
6053,6303,40013,HAQHSYZQB,华安强化收益债券B,债券型,HUAANQIANGHUASHOUYIZHAIQUANB
6054,6304,40015,HADTLHPZHH,华安动态灵活配置混合,混合型,HUAANDONGTAILINGHUOPEIZHIHUNHE
6055,6305,40016,HAHYLDHH,华安行业轮动混合,混合型,HUAANHANGYELUNDONGHUNHE
6057,6307,40019,HAWGSYZQC,华安稳固收益债券C,债券型,HUAANWENGUSHOUYIZHAIQUANC
6058,6308,40020,HASJZTHH,华安升级主题混合,混合型,HUAANSHENGJIZHUTIHUNHE
6060,6310,40022,HAKZZZQA,华安可转债债券A,债券型,HUAANKEZHUANZHAIZHAIQUANA
6061,6311,40023,HAKZZZQB,华安可转债债券B,债券型,HUAANKEZHUANZHAIZHAIQUANB
6062,6312,40025,HAKJDLHH,华安科技动力混合,混合型,HUAANKEJIDONGLIHUNHE
6063,6313,40026,HAXYSJHZQA,华安信用四季红债券A,债券型,HUAANXINYONGSIJIHONGZHAIQUANA
6070,6322,40035,HANXCLHH,华安逆向策略混合,混合型,HUAANNIXIANGCELUEHUNHE
6071,6323,40036,HAAXSYZQA,华安安心收益债券A,债券型,HUAANANXINSHOUYIZHAIQUANA
6072,6324,40037,HAAXSYZQB,华安安心收益债券B,债券型,HUAANANXINSHOUYIZHAIQUANB
6073,6325,40038,HARRXHBA,华安日日鑫货币A,货币型,HUAANRIRIXINHUOBIA
6074,6326,40039,HARRXHBB,华安日日鑫货币B,货币型,HUAANRIRIXINHUOBIB
6075,6327,40040,HACZZQA,华安纯债债券A,债券型,HUAANCHUNZHAIZHAIQUANA
6076,6328,40041,HACZZQC,华安纯债债券C,债券型,HUAANCHUNZHAIZHAIQUANC
6077,6329,40045,HATXZDZA,华安添鑫中短债A,债券型,HUAANTIANXINZHONGDUANZHAIA
6083,6337,41003,HAXJFLHBB,华安现金富利货币B,货币型,HUAANXIANJINFULIHUOBIB
6084,6344,50001,BSJZZZHH,博时价值增长混合,混合型,BOSHIJIAZHIZENGZHANGHUNHE
6086,6346,50003,BSXJSYHBA,博时现金收益货币A,货币型,BOSHIXIANJINSHOUYIHUOBIA
6087,6347,50004,BSJXHHA,博时精选混合A,混合型,BOSHIJINGXUANHUNHEA
6088,6348,50006,BSWDJZZQB,博时稳定价值债券B,债券型,BOSHIWENDINGJIAZHIZHAIQUANB
6089,6349,50007,BSPHPZHH,博时平衡配置混合,混合型,BOSHIPINGHENGPEIZHIHUNHE
6090,6350,50008,BSDSCYHH,博时第三产业混合,混合型,BOSHIDISANCHANYEHUNHE
6091,6351,50009,BSXXCZHH,博时新兴成长混合,混合型,BOSHIXINXINGCHENGZHANGHUNHE
6092,6352,50010,BSTXJZHHA,博时特许价值混合A,混合型,BOSHITEXUJIAZHIHUNHEA
6093,6353,50011,BSXYZQAB,博时信用债券A/B,债券型,BOSHIXINYONGZHAIQUANAB
6094,6354,50012,BSCLHH,博时策略混合,混合型,BOSHICELUEHUNHE
6096,6356,50014,BSCYCZHHA,博时创业成长混合A,混合型,BOSHICHUANGYECHENGZHANGHUNHEA
6098,6358,50016,BSHGHBZQAB,博时宏观回报债券A/B,债券型,BOSHIHONGGUANHUIBAOZHAIQUANAB
6099,6359,50018,BSHYLDHH,博时行业轮动混合,混合型,BOSHIHANGYELUNDONGHUNHE
6100,6360,50019,BSZZZQZQA,博时转债增强债券A,债券型,BOSHIZHUANZHAIZENGQIANGZHAIQUANA
6103,6363,50022,BSHBHH,博时回报混合,混合型,BOSHIHUIBAOHUNHE
6104,6364,50023,BSTYZQA,博时天颐债券A,债券型,BOSHITIANYIZHAIQUANA
6107,6367,50026,BSYLBJHYHHA,博时医疗保健行业混合A,混合型,BOSHIYILIAOBAOJIANHANGYEHUNHEA
6108,6368,50027,BSXYZCZZQA,博时信用债纯债债券A,债券型,BOSHIXINYONGZHAICHUNZHAIZHAIQUANA
6111,6371,50106,BSWDJZZQA,博时稳定价值债券A,债券型,BOSHIWENDINGJIAZHIZHAIQUANA
6112,6372,50111,BSXYZQC,博时信用债券C,债券型,BOSHIXINYONGZHAIQUANC
6113,6373,50116,BSHGHBZQC,博时宏观回报债券C,债券型,BOSHIHONGGUANHUIBAOZHAIQUANC
6114,6374,50119,BSZZZQZQC,博时转债增强债券C,债券型,BOSHIZHUANZHAIZENGQIANGZHAIQUANC
6115,6375,50123,BSTYZQC,博时天颐债券C,债券型,BOSHITIANYIZHAIQUANC
6117,6377,50201,BSJZZZEHHH,博时价值增长贰号混合,混合型,BOSHIJIAZHIZENGZHANGERHAOHUNHE
6120,6387,70001,JSCZSYHHA,嘉实成长收益混合A,混合型,JIASHICHENGZHANGSHOUYIHUNHEA
6121,6388,70002,JSZZHH,嘉实增长混合,混合型,JIASHIZENGZHANGHUNHE
6122,6389,70003,JSWJHH,嘉实稳健混合,混合型,JIASHIWENJIANHUNHE
6123,6390,70005,JSZQ,嘉实债券,债券型,JIASHIZHAIQUAN
6124,6391,70006,JSFWZZHYHH,嘉实服务增值行业混合,混合型,JIASHIFUWUZENGZHIHANGYEHUNHE
6125,6392,70008,JSHBA,嘉实货币A,货币型,JIASHIHUOBIA
6126,6393,70009,JSCDZZQ,嘉实超短债债券,债券型,JIASHICHAODUANZHAIZHAIQUAN
6127,6394,70010,JSZTHH,嘉实主题混合,混合型,JIASHIZHUTIHUNHE
6128,6395,70011,JSCLHH,嘉实策略混合,混合型,JIASHICELUEHUNHE
6130,6397,70013,JSYJJXHHA,嘉实研究精选混合A,混合型,JIASHIYANJIUJINGXUANHUNHEA
6131,6398,70015,JSDYZQA,嘉实多元债券A,债券型,JIASHIDUOYUANZHAIQUANA
6132,6399,70016,JSDYZQB,嘉实多元债券B,债券型,JIASHIDUOYUANZHAIQUANB
6133,6400,70017,JSLHAEFHH,嘉实量化阿尔法混合,混合型,JIASHILIANGHUAAERFAHUNHE
6134,6401,70018,JSHBHH,嘉实回报混合,混合型,JIASHIHUIBAOHUNHE
6135,6402,70019,JSJZYSHH,嘉实价值优势混合,混合型,JIASHIJIAZHIYOUSHIHUNHE
6136,6403,70020,JSWGSYZQ,嘉实稳固收益债券,债券型,JIASHIWENGUSHOUYIZHAIQUAN
6137,6404,70021,JSZTXDLHH,嘉实主题新动力混合,混合型,JIASHIZHUTIXINDONGLIHUNHE
6138,6405,70022,JSLXCZHH,嘉实领先成长混合,混合型,JIASHILINGXIANCHENGZHANGHUNHE
6140,6407,70025,JSXYZQA,嘉实信用债券A,债券型,JIASHIXINYONGZHAIQUANA
6141,6408,70026,JSXYZQC,嘉实信用债券C,债券型,JIASHIXINYONGZHAIQUANC
6142,6409,70027,JSZQYXHH,嘉实周期优选混合,混合型,JIASHIZHOUQIYOUXUANHUNHE
6143,6410,70028,JSAXHBA,嘉实安心货币A,货币型,JIASHIANXINHUOBIA
6144,6411,70029,JSAXHBB,嘉实安心货币B,货币型,JIASHIANXINHUOBIB
6147,6414,70032,JSYHHLHH,嘉实优化红利混合,混合型,JIASHIYOUHUAHONGLIHUNHE
6150,6417,70037,JSCZZQA,嘉实纯债债券A,债券型,JIASHICHUNZHAIZHAIQUANA
6151,6418,70038,JSCZZQC,嘉实纯债债券C,债券型,JIASHICHUNZHAIZHAIQUANC
6153,6420,70088,JSHBB,嘉实货币B,货币型,JIASHIHUOBIB
6154,6421,70099,JSYZQYHH,嘉实优质企业混合,混合型,JIASHIYOUZHIQIYEHUNHE
6155,6422,80001,CSCZJZHH,长盛成长价值混合,混合型,CHANGSHENGCHENGZHANGJIAZHIHUNHE
6156,6423,80002,CSCXXFHH,长盛创新先锋混合,混合型,CHANGSHENGCHUANGXINXIANFENGHUNHE
6157,6424,80003,CSJJPZZQ,长盛积极配置债券,债券型,CHANGSHENGJIJIPEIZHIZHAIQUAN
6158,6425,80005,CSLHHLHH,长盛量化红利混合,混合型,CHANGSHENGLIANGHUAHONGLIHUNHE
6160,6427,80007,CSTXHYPZHH,长盛同鑫行业配置混合,混合型,CHANGSHENGTONGXINHANGYEPEIZHIHUNHE
6161,6428,80008,CSZLXXCYHHA,长盛战略新兴产业混合A,混合型,CHANGSHENGZHANLUEXINXINGCHANYEHUNHEA
6162,6429,80011,CSHBA,长盛货币A,货币型,CHANGSHENGHUOBIA
